conname,child_schema,child_table,parent_schema,parent_table,on_update,on_delete,constraintdef,child_total_bytes,child_live_tup,child_upd,child_del,parent_upd,parent_del,has_covering_index
art_types_divisioncode_id_fkey,core,art_types,plm,divisionCode,a,a,"FOREIGN KEY (divisioncode_id) REFERENCES plm.""divisionCode""(""divCode_id"")",114688,0,0,0,0,0,True
art_types_divisioncode_id_fkey,dflow,art_types,dflow,divisionCode,a,a,"FOREIGN KEY (divisioncode_id) REFERENCES dflow.""divisionCode""(""divCode_id"")",114688,0,0,0,0,0,True
art_types_updated_by_fkey,dflow,art_types,dflow,users,a,a,FOREIGN KEY (updated_by) REFERENCES dflow.users(id),114688,0,0,0,25,0,True
art_types_created_by_fkey,dflow,art_types,dflow,users,a,a,FOREIGN KEY (created_by) REFERENCES dflow.users(id),114688,0,0,0,25,0,True
ai_tag_bakeoff_reviews_run_id_fkey,public,ai_tag_bakeoff_reviews,public,ai_tag_bakeoff_runs,a,c,FOREIGN KEY (run_id) REFERENCES ai_tag_bakeoff_runs(id) ON DELETE CASCADE,114688,0,0,0,0,0,True
ai_tag_bakeoff_reviews_asset_id_fkey,public,ai_tag_bakeoff_reviews,public,assets,a,c,FOREIGN KEY (asset_id) REFERENCES assets(id) ON DELETE CASCADE,114688,0,0,0,1478880,0,False
sample_factory_visit_factory_id_fkey,dflow,sample_factory_visit,dflow,Factory,c,r,"FOREIGN KEY (factory_id) REFERENCES dflow.""Factory""(id) ON UPDATE CASCADE ON DELETE RESTRICT",114688,0,0,0,0,0,True
sample_factory_visit_return_shipment_id_fkey,dflow,sample_factory_visit,dflow,sample_shipment,c,r,FOREIGN KEY (return_shipment_id) REFERENCES dflow.sample_shipment(sample_shipment_id) ON UPDATE CASCADE ON DELETE RESTRICT,114688,0,0,0,0,0,False
sample_factory_visit_outbound_shipment_id_fkey,dflow,sample_factory_visit,dflow,sample_shipment,c,r,FOREIGN KEY (outbound_shipment_id) REFERENCES dflow.sample_shipment(sample_shipment_id) ON UPDATE CASCADE ON DELETE RESTRICT,114688,0,0,0,0,0,False
artists_artist_type_id_fkey,designflow_frozen_20260710,artists,core,artist_types,a,a,FOREIGN KEY (artist_type_id) REFERENCES core.artist_types(id),114688,0,0,0,0,0,True
factory_alias_factory_id_fkey,core,factory_alias,core,factory,a,c,FOREIGN KEY (factory_id) REFERENCES core.factory(id) ON DELETE CASCADE,106496,0,0,0,0,0,True
coke_sku_capture_id_fkey,plm,coke_sku,plm,coke_capture,a,a,FOREIGN KEY (capture_id) REFERENCES plm.coke_capture(id),106496,0,0,0,0,0,True
licensor_import_licensor_id_fkey,plm,licensor_import,core,licensor,a,r,FOREIGN KEY (licensor_id) REFERENCES core.licensor(id) ON DELETE RESTRICT,106496,0,0,0,0,0,True
RolePermissions_RoleId_fkey,app,RolePermissions,designflow_frozen_20260710,Roles,a,a,"FOREIGN KEY (""RoleId"") REFERENCES designflow_frozen_20260710.""Roles""(""Id"")",106496,0,0,0,0,0,True
pmt_authorized_title_property_capture_id_fkey,plm,pmt_authorized_title_property,plm,pmt_capture,a,r,FOREIGN KEY (capture_id) REFERENCES plm.pmt_capture(capture_id) ON DELETE RESTRICT,106496,0,0,0,0,0,True
product_depth_source_ref_product_depth_id_fkey,core,product_depth_source_ref,core,product_depth,a,c,FOREIGN KEY (product_depth_id) REFERENCES core.product_depth(id) ON DELETE CASCADE,106496,0,0,0,0,0,True
pmt_authorized_title_property_property_fkey,plm,pmt_authorized_title_property,plm,pmt_property,a,r,"FOREIGN KEY (capture_id, property_source_id) REFERENCES plm.pmt_property(capture_id, property_source_id) ON DELETE RESTRICT",106496,0,0,0,0,0,True
pmt_authorized_title_property_title_fkey,plm,pmt_authorized_title_property,plm,pmt_authorized_title,a,r,"FOREIGN KEY (capture_id, authorized_title_key) REFERENCES plm.pmt_authorized_title(capture_id, authorized_title_key) ON DELETE RESTRICT",106496,0,0,0,0,0,True
RolePermissions_UserId_fkey,app,RolePermissions,app,users,a,a,"FOREIGN KEY (""UserId"") REFERENCES app.users(id)",106496,0,0,0,0,0,True
RolePermissions_ElementId_fkey,app,RolePermissions,app,UIElements,a,a,"FOREIGN KEY (""ElementId"") REFERENCES app.""UIElements""(""Id"")",106496,0,0,0,0,0,True
RolePermissions_ElementId_fkey,dflow,RolePermissions,dflow,UIElements,a,a,"FOREIGN KEY (""ElementId"") REFERENCES dflow.""UIElements""(""Id"")",106496,0,0,0,0,0,True
RolePermissions_RoleId_fkey,dflow,RolePermissions,dflow,Roles,a,a,"FOREIGN KEY (""RoleId"") REFERENCES dflow.""Roles""(""Id"")",106496,0,0,0,0,0,True
RolePermissions_UserId_fkey,dflow,RolePermissions,dflow,users,a,a,"FOREIGN KEY (""UserId"") REFERENCES dflow.users(id)",106496,0,0,0,25,0,True
coke_asset_property_option_capture_id_fkey,plm,coke_asset_property_option,plm,coke_capture,a,a,FOREIGN KEY (capture_id) REFERENCES plm.coke_capture(id),106496,0,0,0,0,0,True
marvel_dcp_metadata_run_source_crawl_id_fkey,plm,marvel_dcp_metadata_run,plm,marvel_dcp_crawl,a,r,FOREIGN KEY (source_crawl_id) REFERENCES plm.marvel_dcp_crawl(crawl_id) ON DELETE RESTRICT,98304,0,0,0,0,0,True
dcp_metadata_run_source_crawl_id_fkey,plm,dcp_metadata_run,plm,dcp_crawl,a,r,FOREIGN KEY (source_crawl_id) REFERENCES plm.dcp_crawl(crawl_id) ON DELETE RESTRICT,98304,0,0,0,0,0,True
fk_rfqItem_copied_from,dflow_prod,RFQItem,dflow_prod,RFQItem,a,n,"FOREIGN KEY (""rfqItem_copied_from_id"") REFERENCES dflow_prod.""RFQItem""(""rfqItem_id"") ON DELETE SET NULL",98304,0,0,0,0,0,True
sega_style_guide_property_inferred_candidate_fkey,plm,sega_style_guide_property_inferred,plm,sega_style_guide_candidate,a,r,"FOREIGN KEY (capture_id, catalog_source_id) REFERENCES plm.sega_style_guide_candidate(capture_id, catalog_source_id) ON DELETE RESTRICT",98304,0,0,0,0,0,True
sega_style_guide_property_inferred_property_fkey,plm,sega_style_guide_property_inferred,plm,sega_property,a,r,"FOREIGN KEY (capture_id, property_source_id) REFERENCES plm.sega_property(capture_id, property_source_id) ON DELETE RESTRICT",98304,0,0,0,0,0,True
sega_style_guide_property_inferred_catalog_fkey,plm,sega_style_guide_property_inferred,plm,sega_catalog,a,r,"FOREIGN KEY (capture_id, evidence_catalog_source_id) REFERENCES plm.sega_catalog(capture_id, catalog_source_id) ON DELETE RESTRICT",98304,0,0,0,0,0,True
coke_manufacturer_profile_capture_id_approval_route_id_fkey,plm,coke_manufacturer_profile,plm,coke_approval_item,a,a,"FOREIGN KEY (capture_id, approval_route_id) REFERENCES plm.coke_approval_item(capture_id, approval_route_id)",98304,0,0,0,0,0,True
lucasfilm_dcp_metadata_run_source_crawl_id_fkey,plm,lucasfilm_dcp_metadata_run,plm,lucasfilm_dcp_crawl,a,r,FOREIGN KEY (source_crawl_id) REFERENCES plm.lucasfilm_dcp_crawl(crawl_id) ON DELETE RESTRICT,98304,0,0,0,0,0,True
sample_piece_lineage_sample_id_fk_fkey,dflow,sample_piece_lineage,dflow,sample,c,r,FOREIGN KEY (sample_id_fk) REFERENCES dflow.sample(sample_id_pk) ON UPDATE CASCADE ON DELETE RESTRICT,98304,0,0,0,0,0,True
sample_box_id_fk_fkey,dflow,sample,dflow,sample_box,c,n,FOREIGN KEY (box_id_fk) REFERENCES dflow.sample_box(box_id_pk) ON UPDATE CASCADE ON DELETE SET NULL,98304,0,0,0,0,0,True
objects_bucketId_fkey,storage,objects,storage,buckets,a,a,FOREIGN KEY (bucket_id) REFERENCES storage.buckets(id),98304,0,0,0,0,0,True
wwe_style_guide_page_guide_fkey,plm,wwe_style_guide_page,plm,wwe_style_guide,a,r,"FOREIGN KEY (capture_id, guideline_source_id) REFERENCES plm.wwe_style_guide(capture_id, guideline_source_id) ON DELETE RESTRICT",98304,226,0,0,0,0,True
sample_factory_group_id_fk_fkey,dflow,sample,dflow,sample_factory_group,c,n,FOREIGN KEY (factory_group_id_fk) REFERENCES dflow.sample_factory_group(factory_group_id_pk) ON UPDATE CASCADE ON DELETE SET NULL,98304,0,0,0,0,0,False
sample_piece_lineage_parent_sample_id_fk_fkey,dflow,sample_piece_lineage,dflow,sample,c,r,FOREIGN KEY (parent_sample_id_fk) REFERENCES dflow.sample(sample_id_pk) ON UPDATE CASCADE ON DELETE RESTRICT,98304,0,0,0,0,0,True
sample_piece_lineage_root_sample_id_fk_fkey,dflow,sample_piece_lineage,dflow,sample,c,r,FOREIGN KEY (root_sample_id_fk) REFERENCES dflow.sample(sample_id_pk) ON UPDATE CASCADE ON DELETE RESTRICT,98304,0,0,0,0,0,True
wildbrain_guide_capture_id_fkey,plm,wildbrain_guide,plm,wildbrain_capture,a,r,FOREIGN KEY (capture_id) REFERENCES plm.wildbrain_capture(id) ON DELETE RESTRICT,90112,0,0,0,0,0,True
dcp_crawl_complete_baseline_fk,plm,dcp_crawl,plm,dcp_crawl,r,r,"FOREIGN KEY (baseline_crawl_id, baseline_required_status) REFERENCES plm.dcp_crawl(crawl_id, status) ON UPDATE RESTRICT ON DELETE RESTRICT",90112,0,0,0,0,0,False
dcp_crawl_baseline_crawl_id_fkey,plm,dcp_crawl,plm,dcp_crawl,a,r,FOREIGN KEY (baseline_crawl_id) REFERENCES plm.dcp_crawl(crawl_id) ON DELETE RESTRICT,90112,0,0,0,0,0,True
product_material_product_subtype_id_fkey,core,product_material,core,product_subtype,a,n,FOREIGN KEY (product_subtype_id) REFERENCES core.product_subtype(id) ON DELETE SET NULL,90112,0,0,0,0,0,True
peanuts_character_capture_fkey,plm,peanuts_character,plm,peanuts_capture,a,r,FOREIGN KEY (capture_id) REFERENCES plm.peanuts_capture(id) ON DELETE RESTRICT,90112,0,0,0,0,0,True
product_material_product_type_id_fkey,core,product_material,core,product_type,a,n,FOREIGN KEY (product_type_id) REFERENCES core.product_type(id) ON DELETE SET NULL,90112,0,0,0,0,0,True
pmt_pcl_property_fkey,plm,pmt_property_capture_log,plm,pmt_property,a,r,"FOREIGN KEY (capture_id, property_source_id) REFERENCES plm.pmt_property(capture_id, property_source_id) ON DELETE RESTRICT",90112,0,0,0,0,0,True
pmt_property_capture_log_capture_id_fkey,plm,pmt_property_capture_log,plm,pmt_capture,a,r,FOREIGN KEY (capture_id) REFERENCES plm.pmt_capture(capture_id) ON DELETE RESTRICT,90112,0,0,0,0,0,True
pmt_franchise_capture_id_fkey,plm,pmt_franchise,plm,pmt_capture,a,r,FOREIGN KEY (capture_id) REFERENCES plm.pmt_capture(capture_id) ON DELETE RESTRICT,90112,0,0,0,0,0,True
merch_group_header_last_sync_run_id_fkey,plm,merch_group_header,ingest,sync_run,a,n,FOREIGN KEY (last_sync_run_id) REFERENCES ingest.sync_run(id) ON DELETE SET NULL,81920,0,0,0,0,0,True
wwe_product_entitlement_capture_id_fkey,plm,wwe_product_entitlement,plm,wwe_submission_capture,a,r,FOREIGN KEY (capture_id) REFERENCES plm.wwe_submission_capture(id) ON DELETE RESTRICT,81920,10,0,0,1,0,True
wwe_product_entitlement_contract_fkey,plm,wwe_product_entitlement,plm,wwe_contract,a,r,"FOREIGN KEY (capture_id, contract_source_id) REFERENCES plm.wwe_contract(capture_id, contract_source_id) ON DELETE RESTRICT",81920,10,0,0,0,0,True
wwe_product_entitlement_property_fkey,plm,wwe_product_entitlement,plm,wwe_property,a,r,"FOREIGN KEY (capture_id, property_source_id) REFERENCES plm.wwe_property(capture_id, property_source_id) ON DELETE RESTRICT",81920,10,0,0,0,0,True
wildbrain_character_capture_id_fkey,plm,wildbrain_character,plm,wildbrain_capture,a,r,FOREIGN KEY (capture_id) REFERENCES plm.wildbrain_capture(id) ON DELETE RESTRICT,81920,0,0,0,0,0,True
artist_types_updated_by_fkey,dflow,artist_types,dflow,users,a,a,FOREIGN KEY (updated_by) REFERENCES dflow.users(id),81920,0,0,0,25,0,True
pmt_relationship_anomaly_capture_id_fkey,plm,pmt_relationship_anomaly,plm,pmt_capture,a,r,FOREIGN KEY (capture_id) REFERENCES plm.pmt_capture(capture_id) ON DELETE RESTRICT,81920,0,0,0,0,0,True
artist_types_created_by_fkey,core,artist_types,app,users,a,a,FOREIGN KEY (created_by) REFERENCES app.users(id),81920,0,0,0,0,0,True
wwe_property_capture_id_fkey,plm,wwe_property,plm,wwe_submission_capture,a,r,FOREIGN KEY (capture_id) REFERENCES plm.wwe_submission_capture(id) ON DELETE RESTRICT,81920,1,0,0,1,0,True
lucasfilm_dcp_crawl_section_crawl_id_fkey,plm,lucasfilm_dcp_crawl_section,plm,lucasfilm_dcp_crawl,a,c,FOREIGN KEY (crawl_id) REFERENCES plm.lucasfilm_dcp_crawl(crawl_id) ON DELETE CASCADE,81920,0,0,0,0,0,True
wwe_submission_image_submission_fkey,plm,wwe_submission_image,plm,wwe_submission,a,r,"FOREIGN KEY (capture_id, submission_number) REFERENCES plm.wwe_submission(capture_id, submission_number) ON DELETE RESTRICT",81920,76,0,0,0,0,True
taxonomy_sync_alert_observation_id_fkey,plm,taxonomy_sync_alert,plm,taxonomy_parallel_observation,a,n,FOREIGN KEY (observation_id) REFERENCES plm.taxonomy_parallel_observation(id) ON DELETE SET NULL,81920,0,1,0,0,0,True
taxonomy_sync_alert_related_run_id_fkey,plm,taxonomy_sync_alert,ingest,sync_run,a,n,FOREIGN KEY (related_run_id) REFERENCES ingest.sync_run(id) ON DELETE SET NULL,81920,0,1,0,0,0,False
artist_types_updated_by_fkey,core,artist_types,app,users,a,a,FOREIGN KEY (updated_by) REFERENCES app.users(id),81920,0,0,0,0,0,True
marvel_dcp_crawl_section_crawl_id_fkey,plm,marvel_dcp_crawl_section,plm,marvel_dcp_crawl,a,c,FOREIGN KEY (crawl_id) REFERENCES plm.marvel_dcp_crawl(crawl_id) ON DELETE CASCADE,81920,0,0,0,0,0,True
sample_inventory_balance_sample_id_fk_fkey,dflow,sample_inventory_balance,dflow,sample,c,r,FOREIGN KEY (sample_id_fk) REFERENCES dflow.sample(sample_id_pk) ON UPDATE CASCADE ON DELETE RESTRICT,81920,0,0,0,0,0,True
lucasfilm_dcp_crawl_section_portal_tile_id_fkey,plm,lucasfilm_dcp_crawl_section,plm,lucasfilm_dcp_portal_tile,a,r,FOREIGN KEY (portal_tile_id) REFERENCES plm.lucasfilm_dcp_portal_tile(id) ON DELETE RESTRICT,81920,0,0,0,0,0,False
dcp_crawl_section_portal_tile_id_fkey,plm,dcp_crawl_section,plm,dcp_portal_tile,a,r,FOREIGN KEY (portal_tile_id) REFERENCES plm.dcp_portal_tile(id) ON DELETE RESTRICT,81920,0,0,0,0,0,False
dcp_crawl_section_crawl_id_fkey,plm,dcp_crawl_section,plm,dcp_crawl,a,c,FOREIGN KEY (crawl_id) REFERENCES plm.dcp_crawl(crawl_id) ON DELETE CASCADE,81920,0,0,0,0,0,True
marvel_dcp_crawl_section_portal_tile_id_fkey,plm,marvel_dcp_crawl_section,plm,marvel_dcp_portal_tile,a,r,FOREIGN KEY (portal_tile_id) REFERENCES plm.marvel_dcp_portal_tile(id) ON DELETE RESTRICT,81920,0,0,0,0,0,False
coke_approval_stage_snapshot_capture_id_approval_route_id_fkey,plm,coke_approval_stage_snapshot,plm,coke_approval_item,a,a,"FOREIGN KEY (capture_id, approval_route_id) REFERENCES plm.coke_approval_item(capture_id, approval_route_id)",81920,0,0,0,0,0,True
contract_property_document_capture_id_fkey,plm,contract_property_document,plm,contract_property_capture,a,r,FOREIGN KEY (capture_id) REFERENCES plm.contract_property_capture(id) ON DELETE RESTRICT,81920,39,0,0,0,0,True
artist_types_created_by_fkey,dflow,artist_types,dflow,users,a,a,FOREIGN KEY (created_by) REFERENCES dflow.users(id),81920,0,0,0,25,0,True
pmt_relationship_anomaly_asset_fkey,plm,pmt_relationship_anomaly,plm,pmt_asset,a,r,"FOREIGN KEY (capture_id, asset_id) REFERENCES plm.pmt_asset(capture_id, asset_id) ON DELETE RESTRICT",81920,0,0,0,0,0,True
nbcu_ip_family_capture_id_fkey,plm,nbcu_ip_family,plm,nbcu_capture,a,r,FOREIGN KEY (capture_id) REFERENCES plm.nbcu_capture(id) ON DELETE RESTRICT,81920,0,0,0,0,0,True
peanuts_metadata_field_capture_fkey,plm,peanuts_metadata_field,plm,peanuts_capture,a,r,FOREIGN KEY (capture_id) REFERENCES plm.peanuts_capture(id) ON DELETE RESTRICT,81920,0,0,0,0,0,True
wwe_property_parent_fkey,plm,wwe_property,plm,wwe_property,a,r,"FOREIGN KEY (capture_id, parent_property_source_id) REFERENCES plm.wwe_property(capture_id, property_source_id) ON DELETE RESTRICT DEFERRABLE INITIALLY DEFERRED",81920,1,0,0,0,0,True
peanuts_asset_type_capture_fkey,plm,peanuts_asset_type,plm,peanuts_capture,a,r,FOREIGN KEY (capture_id) REFERENCES plm.peanuts_capture(id) ON DELETE RESTRICT,81920,0,0,0,0,0,True
wwe_submission_stage_submission_fkey,plm,wwe_submission_stage,plm,wwe_submission,a,r,"FOREIGN KEY (capture_id, submission_number) REFERENCES plm.wwe_submission(capture_id, submission_number) ON DELETE RESTRICT",81920,121,0,0,0,0,True
sample_shipment_item_box_id_fk_fkey,dflow,sample_shipment_item,dflow,sample_box,c,n,FOREIGN KEY (box_id_fk) REFERENCES dflow.sample_box(box_id_pk) ON UPDATE CASCADE ON DELETE SET NULL,73728,0,0,0,0,0,True
sample_shipment_item_sample_id_fk_fkey,dflow,sample_shipment_item,dflow,sample,c,c,FOREIGN KEY (sample_id_fk) REFERENCES dflow.sample(sample_id_pk) ON UPDATE CASCADE ON DELETE CASCADE,73728,0,0,0,0,0,True
app_access_user_id_fkey,public,app_access,public,profiles,a,c,FOREIGN KEY (user_id) REFERENCES profiles(user_id) ON DELETE CASCADE,73728,1,0,0,0,0,True
wb_franchise_capture_id_capture_chunk_fkey,plm,wb_franchise,plm,wb_capture,a,r,"FOREIGN KEY (capture_id, capture_chunk) REFERENCES plm.wb_capture(capture_id, chunk_number) ON DELETE RESTRICT",73728,0,0,0,0,0,False
users_app_profile_id_fkey,dflow,users,app,profile,c,r,FOREIGN KEY (app_profile_id) REFERENCES app.profile(id) ON UPDATE CASCADE ON DELETE RESTRICT,73728,0,25,0,0,0,True
sega_tag_capture_fkey,plm,sega_tag,plm,sega_capture,a,r,FOREIGN KEY (capture_id) REFERENCES plm.sega_capture(id) ON DELETE RESTRICT,73728,0,0,0,0,0,True
pmt_capture_expectation_capture_id_fkey,plm,pmt_capture_expectation,plm,pmt_capture,a,r,FOREIGN KEY (capture_id) REFERENCES plm.pmt_capture(capture_id) ON DELETE RESTRICT,73728,0,0,0,0,0,True
wwe_style_guide_property_inferred_guide_fkey,plm,wwe_style_guide_property_inferred,plm,wwe_style_guide,a,r,"FOREIGN KEY (capture_id, guideline_source_id) REFERENCES plm.wwe_style_guide(capture_id, guideline_source_id) ON DELETE RESTRICT",65536,26,0,0,0,0,True
wildbrain_guide_alias_capture_id_fkey,plm,wildbrain_guide_alias,plm,wildbrain_capture,a,r,FOREIGN KEY (capture_id) REFERENCES plm.wildbrain_capture(id) ON DELETE RESTRICT,65536,0,0,0,0,0,True
mg_category_merch_group_mg_category_id_fkey,core,mg_category_merch_group,core,mg_category,a,r,FOREIGN KEY (mg_category_id) REFERENCES core.mg_category(id) ON DELETE RESTRICT,65536,0,0,0,0,0,True
sample_approval_event_sample_attachment_id_fkey,dflow,sample_approval_event,dflow,sample_attachment,c,r,FOREIGN KEY (sample_attachment_id) REFERENCES dflow.sample_attachment(sample_attachment_id) ON UPDATE CASCADE ON DELETE RESTRICT,65536,0,0,0,0,0,False
sample_factory_visit_event_to_factory_id_fkey,dflow,sample_factory_visit_event,dflow,Factory,c,r,"FOREIGN KEY (to_factory_id) REFERENCES dflow.""Factory""(id) ON UPDATE CASCADE ON DELETE RESTRICT",65536,0,0,0,0,0,False
sample_factory_visit_event_sample_shipment_id_fkey,dflow,sample_factory_visit_event,dflow,sample_shipment,c,r,FOREIGN KEY (sample_shipment_id) REFERENCES dflow.sample_shipment(sample_shipment_id) ON UPDATE CASCADE ON DELETE RESTRICT,65536,0,0,0,0,0,False
sample_approval_event_sample_id_fk_fkey,dflow,sample_approval_event,dflow,sample,c,r,FOREIGN KEY (sample_id_fk) REFERENCES dflow.sample(sample_id_pk) ON UPDATE CASCADE ON DELETE RESTRICT,65536,0,0,0,0,0,True
mg_category_merch_group_merch_group_mg_id_fkey,core,mg_category_merch_group,core,merchGroup,a,c,"FOREIGN KEY (merch_group_mg_id) REFERENCES core.""merchGroup""(mg_id) ON DELETE CASCADE",65536,0,0,0,0,0,True
sample_factory_visit_event_sample_factory_visit_id_fkey,dflow,sample_factory_visit_event,dflow,sample_factory_visit,c,r,FOREIGN KEY (sample_factory_visit_id) REFERENCES dflow.sample_factory_visit(sample_factory_visit_id) ON UPDATE CASCADE ON DELETE RESTRICT,65536,0,0,0,0,0,True
wwe_character_property_inferred_candidate_fkey,plm,wwe_character_property_inferred,plm,wwe_character_candidate,a,r,"FOREIGN KEY (capture_id, character_candidate_key) REFERENCES plm.wwe_character_candidate(capture_id, character_candidate_key) ON DELETE RESTRICT",65536,11,0,0,0,0,True
ai_tag_bakeoff_runs_created_by_fkey,public,ai_tag_bakeoff_runs,auth,users,a,n,FOREIGN KEY (created_by) REFERENCES auth.users(id) ON DELETE SET NULL,65536,0,0,0,412,0,False
sample_reservation_sample_remote_request_item_id_fkey,dflow,sample_reservation,dflow,sample_remote_request_item,c,r,FOREIGN KEY (sample_remote_request_item_id) REFERENCES dflow.sample_remote_request_item(sample_remote_request_item_id) ON UPDATE CASCADE ON DELETE RESTRICT,65536,0,0,0,0,0,False
wwe_submission_ip_submission_fkey,plm,wwe_submission_ip,plm,wwe_submission,a,r,"FOREIGN KEY (capture_id, submission_number) REFERENCES plm.wwe_submission(capture_id, submission_number) ON DELETE RESTRICT",65536,54,0,0,0,0,True
itemLicenseImage_itemheader_id_fk_fkey,plm,itemLicenseImage,plm,itemHeader,a,c,"FOREIGN KEY (itemheader_id_fk) REFERENCES plm.""itemHeader""(item_id_pk) ON DELETE CASCADE",65536,0,0,0,0,0,True
helper_tokens_checkout_id_fkey,public,helper_tokens,public,asset_checkouts,a,n,FOREIGN KEY (checkout_id) REFERENCES asset_checkouts(id) ON DELETE SET NULL,65536,0,0,0,0,0,False
helper_tokens_asset_id_fkey,public,helper_tokens,public,assets,a,c,FOREIGN KEY (asset_id) REFERENCES assets(id) ON DELETE CASCADE,65536,0,0,0,1478880,0,False
helper_tokens_user_id_fkey,public,helper_tokens,auth,users,a,c,FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE,65536,0,0,0,412,0,False
itemLicenseImage_itemheader_id_fk_fkey,dflow,itemLicenseImage,dflow,itemHeader,a,c,"FOREIGN KEY (itemheader_id_fk) REFERENCES dflow.""itemHeader""(item_id_pk) ON DELETE CASCADE",65536,0,0,0,0,0,True
sample_reservation_packed_box_id_fkey,dflow,sample_reservation,dflow,sample_box,c,r,FOREIGN KEY (packed_box_id) REFERENCES dflow.sample_box(box_id_pk) ON UPDATE CASCADE ON DELETE RESTRICT,65536,0,0,0,0,0,False
helper_devices_user_id_fkey,public,helper_devices,auth,users,a,c,FOREIGN KEY (user_id) REFERENCES auth.users(id) ON DELETE CASCADE,65536,0,0,0,412,0,False
style_guide_parent_style_guide_id_fkey,core,style_guide,core,style_guide,a,n,FOREIGN KEY (parent_style_guide_id) REFERENCES core.style_guide(id) ON DELETE SET NULL,65536,0,0,0,0,0,True
wwe_style_guide_brand_fkey,plm,wwe_style_guide,plm,wwe_creative_brand,a,r,"FOREIGN KEY (capture_id, brand_source_id) REFERENCES plm.wwe_creative_brand(capture_id, brand_source_id) ON DELETE RESTRICT",65536,26,0,0,0,0,True
pmt_shrink_override_compared_capture_id_fkey,plm,pmt_shrink_override,plm,pmt_capture,a,r,FOREIGN KEY (compared_capture_id) REFERENCES plm.pmt_capture(capture_id) ON DELETE RESTRICT,65536,0,0,0,0,0,False
pmt_shrink_override_capture_id_fkey,plm,pmt_shrink_override,plm,pmt_capture,a,r,FOREIGN KEY (capture_id) REFERENCES plm.pmt_capture(capture_id) ON DELETE RESTRICT,65536,0,0,0,0,0,True
wildbrain_era_capture_id_fkey,plm,wildbrain_era,plm,wildbrain_capture,a,r,FOREIGN KEY (capture_id) REFERENCES plm.wildbrain_capture(id) ON DELETE RESTRICT,65536,0,0,0,0,0,True
wildbrain_era_parent_fk,plm,wildbrain_era,plm,wildbrain_era,a,r,"FOREIGN KEY (capture_id, parent_era_source_id) REFERENCES plm.wildbrain_era(capture_id, era_source_id) ON DELETE RESTRICT DEFERRABLE INITIALLY DEFERRED",65536,0,0,0,0,0,False
wwe_asset_library_brand_fkey,plm,wwe_asset_library,plm,wwe_creative_brand,a,r,"FOREIGN KEY (capture_id, brand_source_id) REFERENCES plm.wwe_creative_brand(capture_id, brand_source_id) ON DELETE RESTRICT",65536,2,0,0,0,0,True
sample_reservation_sample_id_fk_fkey,dflow,sample_reservation,dflow,sample,c,r,FOREIGN KEY (sample_id_fk) REFERENCES dflow.sample(sample_id_pk) ON UPDATE CASCADE ON DELETE RESTRICT,65536,0,0,0,0,0,False
sample_reservation_packed_shipment_line_id_fkey,dflow,sample_reservation,dflow,sample_shipment_line,c,r,FOREIGN KEY (packed_shipment_line_id) REFERENCES dflow.sample_shipment_line(shipment_line_id) ON UPDATE CASCADE ON DELETE RESTRICT,65536,0,0,0,0,0,False
sample_box_owner_factory_fkey,dflow,sample_box,dflow,vendor,c,r,FOREIGN KEY (owner_factory_id_fk) REFERENCES dflow.vendor(vendor_id) ON UPDATE CASCADE ON DELETE RESTRICT NOT VALID,65536,0,0,0,0,0,True
style_guide_licensor_id_fkey,core,style_guide,core,licensor,a,n,FOREIGN KEY (licensor_id) REFERENCES core.licensor(id) ON DELETE SET NULL,65536,0,0,0,0,0,True
sample_shipment_carrier_id_fkey,dflow,sample_shipment,dflow,sample_carrier,c,r,FOREIGN KEY (carrier_id) REFERENCES dflow.sample_carrier(sample_carrier_id) ON UPDATE CASCADE ON DELETE RESTRICT,65536,0,0,0,0,0,True
style_guide_property_id_fkey,core,style_guide,core,property,a,n,FOREIGN KEY (property_id) REFERENCES core.property(id) ON DELETE SET NULL,65536,0,0,0,0,0,True
sample_workflow_sample_id_fk_fkey,dflow,sample_workflow,dflow,sample,c,r,FOREIGN KEY (sample_id_fk) REFERENCES dflow.sample(sample_id_pk) ON UPDATE CASCADE ON DELETE RESTRICT,65536,0,0,0,0,0,True
sample_workflow_creation_batch_id_fkey,dflow,sample_workflow,dflow,sample_creation_batch,c,r,FOREIGN KEY (creation_batch_id) REFERENCES dflow.sample_creation_batch(creation_batch_id) ON UPDATE CASCADE ON DELETE RESTRICT,65536,0,0,0,0,0,False
twentieth_century_dcp_metadata_asset_membership_fk,plm,twentieth_century_dcp_metadata_asset,plm,twentieth_century_dcp_asset_crawl,a,r,"FOREIGN KEY (source_crawl_id, twentieth_century_dcp_asset_id) REFERENCES plm.twentieth_century_dcp_asset_crawl(crawl_id, twentieth_century_dcp_asset_id) ON DELETE RESTRICT",65536,0,0,0,0,0,False
agent_pairings_agent_registration_id_fkey,public,agent_pairings,public,agent_registrations,a,c,FOREIGN KEY (agent_registration_id) REFERENCES agent_registrations(id) ON DELETE CASCADE,65536,0,0,0,38765,0,False
