conname,child_schema,child_table,parent_schema,parent_table,on_update,on_delete,constraintdef,child_total_bytes,child_live_tup,child_upd,child_del,parent_upd,parent_del,has_covering_index
lucasfilm_dcp_term_first_seen_metadata_run_id_fkey,plm,lucasfilm_dcp_term,plm,lucasfilm_dcp_metadata_run,a,n,FOREIGN KEY (first_seen_metadata_run_id) REFERENCES plm.lucasfilm_dcp_metadata_run(metadata_run_id) ON DELETE SET NULL,2908160,0,0,0,0,0,False
lucasfilm_dcp_term_last_seen_metadata_run_id_fkey,plm,lucasfilm_dcp_term,plm,lucasfilm_dcp_metadata_run,a,n,FOREIGN KEY (last_seen_metadata_run_id) REFERENCES plm.lucasfilm_dcp_metadata_run(metadata_run_id) ON DELETE SET NULL,2908160,0,0,0,0,0,False
production_order_company_id_fkey,plm,production_order,core,customer,a,n,FOREIGN KEY (company_id) REFERENCES core.customer(id) ON DELETE SET NULL,2703360,0,3,0,0,0,True
production_order_factory_id_fkey,plm,production_order,core,factory,a,n,FOREIGN KEY (factory_id) REFERENCES core.factory(id) ON DELETE SET NULL,2703360,0,3,0,0,0,True
licensingStatus_tagged_group_id_fkey,plm,licensingStatus,plm,groups,a,a,FOREIGN KEY (tagged_group_id) REFERENCES plm.groups(id),2654208,0,0,0,0,0,False
product_category_predictions_erp_item_id_fkey,public,product_category_predictions,public,erp_items_current,a,c,FOREIGN KEY (erp_item_id) REFERENCES erp_items_current(id) ON DELETE CASCADE,2523136,0,0,0,0,0,True
wwe_asset_folder_member_folder_fkey,plm,wwe_asset_folder_member,plm,wwe_asset_folder,a,r,"FOREIGN KEY (capture_id, folder_source_id) REFERENCES plm.wwe_asset_folder(capture_id, folder_source_id) ON DELETE RESTRICT",2490368,11277,0,0,0,0,True
wwe_asset_folder_member_asset_fkey,plm,wwe_asset_folder_member,plm,wwe_asset,a,r,"FOREIGN KEY (capture_id, asset_source_id) REFERENCES plm.wwe_asset(capture_id, asset_source_id) ON DELETE RESTRICT",2490368,11277,0,0,0,0,True
licensingStatus_tagged_group_id_fkey,dflow,licensingStatus,dflow,groups,a,a,FOREIGN KEY (tagged_group_id) REFERENCES dflow.groups(id),2482176,0,0,0,0,0,False
wb_style_guide_normalized_capture_id_capture_chunk_fkey,plm,wb_style_guide_normalized,plm,wb_capture,a,r,"FOREIGN KEY (capture_id, capture_chunk) REFERENCES plm.wb_capture(capture_id, chunk_number) ON DELETE RESTRICT",2424832,0,0,0,0,0,False
lucasfilm_dcp_property_first_seen_metadata_run_id_fkey,plm,lucasfilm_dcp_property,plm,lucasfilm_dcp_metadata_run,a,n,FOREIGN KEY (first_seen_metadata_run_id) REFERENCES plm.lucasfilm_dcp_metadata_run(metadata_run_id) ON DELETE SET NULL,2400256,0,0,0,0,0,False
lucasfilm_dcp_property_last_seen_metadata_run_id_fkey,plm,lucasfilm_dcp_property,plm,lucasfilm_dcp_metadata_run,a,n,FOREIGN KEY (last_seen_metadata_run_id) REFERENCES plm.lucasfilm_dcp_metadata_run(metadata_run_id) ON DELETE SET NULL,2400256,0,0,0,0,0,False
marvel_dcp_asset_property_observati_marvel_dcp_property_id_fkey,plm,marvel_dcp_asset_property_observation,plm,marvel_dcp_property,a,r,FOREIGN KEY (marvel_dcp_property_id) REFERENCES plm.marvel_dcp_property(id) ON DELETE RESTRICT,2310144,0,0,0,0,0,True
marvel_dcp_asset_property_obs_asset_fk,plm,marvel_dcp_asset_property_observation,plm,marvel_dcp_metadata_asset,a,c,"FOREIGN KEY (metadata_run_id, marvel_dcp_asset_id, fetch_status) REFERENCES plm.marvel_dcp_metadata_asset(metadata_run_id, marvel_dcp_asset_id, fetch_status) ON DELETE CASCADE",2310144,0,0,0,0,0,False
erp_customer_customer_id_fkey,plm,erp_customer,core,customer,a,n,FOREIGN KEY (customer_id) REFERENCES core.customer(id) ON DELETE SET NULL,2228224,0,0,0,0,0,True
company_source_ref_company_id_fkey,core,company_source_ref,core,customer,a,c,FOREIGN KEY (company_id) REFERENCES core.customer(id) ON DELETE CASCADE,2211840,0,0,0,0,0,False
marvel_asgard_guide_node_last_seen_capture_key_fkey,plm,marvel_asgard_guide_node,plm,marvel_asgard_capture,a,a,FOREIGN KEY (last_seen_capture_key) REFERENCES plm.marvel_asgard_capture(capture_key),2056192,0,0,0,0,0,False
marvel_asgard_guide_node_first_seen_capture_key_fkey,plm,marvel_asgard_guide_node,plm,marvel_asgard_capture,a,a,FOREIGN KEY (first_seen_capture_key) REFERENCES plm.marvel_asgard_capture(capture_key),2056192,0,0,0,0,0,False
characters_property_id_fkey,public,characters,public,properties,a,c,FOREIGN KEY (property_id) REFERENCES properties(id) ON DELETE CASCADE,2056192,0,0,0,0,0,False
marvel_asgard_guide_node_style_guide_id_fkey,plm,marvel_asgard_guide_node,plm,marvel_asgard_style_guide,a,a,FOREIGN KEY (style_guide_id) REFERENCES plm.marvel_asgard_style_guide(id),2056192,0,0,0,0,0,True
marvel_asgard_guide_node_parent_node_id_style_guide_id_fkey,plm,marvel_asgard_guide_node,plm,marvel_asgard_guide_node,a,a,"FOREIGN KEY (parent_node_id, style_guide_id) REFERENCES plm.marvel_asgard_guide_node(id, style_guide_id) DEFERRABLE INITIALLY DEFERRED",2056192,0,0,0,0,0,False
dcp_property_first_seen_metadata_run_id_fkey,plm,dcp_property,plm,dcp_metadata_run,a,n,FOREIGN KEY (first_seen_metadata_run_id) REFERENCES plm.dcp_metadata_run(metadata_run_id) ON DELETE SET NULL,2048000,0,0,0,0,0,False
dcp_property_last_seen_metadata_run_id_fkey,plm,dcp_property,plm,dcp_metadata_run,a,n,FOREIGN KEY (last_seen_metadata_run_id) REFERENCES plm.dcp_metadata_run(metadata_run_id) ON DELETE SET NULL,2048000,0,0,0,0,0,False
style_tracker_audit_log_style_tracker_row_id_fkey,public,style_tracker_audit_log,public,style_tracker_rows,a,n,FOREIGN KEY (style_tracker_row_id) REFERENCES style_tracker_rows(id) ON DELETE SET NULL,1974272,2,0,0,2,0,True
company_primary_salesperson_profile_id_fkey,core,customer,app,profile,a,n,FOREIGN KEY (primary_salesperson_profile_id) REFERENCES app.profile(id) ON DELETE SET NULL,1900544,0,0,0,0,0,False
company_account_owner_profile_id_fkey,core,customer,app,profile,a,n,FOREIGN KEY (account_owner_profile_id) REFERENCES app.profile(id) ON DELETE SET NULL,1900544,0,0,0,0,0,False
refresh_tokens_session_id_fkey,auth,refresh_tokens,auth,sessions,a,c,FOREIGN KEY (session_id) REFERENCES auth.sessions(id) ON DELETE CASCADE,1720320,2757,348,128,339,10,True
opa_property_scope_membership_licensed_property_id_fkey,plm,opa_property_scope_membership,plm,opa_property,a,r,FOREIGN KEY (licensed_property_id) REFERENCES plm.opa_property(licensed_property_id) ON DELETE RESTRICT,1712128,0,0,0,0,0,True
marvel_asgard_capture_checkpoint_guide_node_id_fkey,plm,marvel_asgard_capture_checkpoint,plm,marvel_asgard_guide_node,a,a,FOREIGN KEY (guide_node_id) REFERENCES plm.marvel_asgard_guide_node(id),1703936,0,0,0,0,0,False
marvel_asgard_capture_checkpoint_style_guide_id_fkey,plm,marvel_asgard_capture_checkpoint,plm,marvel_asgard_style_guide,a,a,FOREIGN KEY (style_guide_id) REFERENCES plm.marvel_asgard_style_guide(id),1703936,0,0,0,0,0,False
marvel_asgard_capture_checkpo_guide_node_id_style_guide_id_fkey,plm,marvel_asgard_capture_checkpoint,plm,marvel_asgard_guide_node,a,a,"FOREIGN KEY (guide_node_id, style_guide_id) REFERENCES plm.marvel_asgard_guide_node(id, style_guide_id)",1703936,0,0,0,0,0,False
marvel_asgard_capture_checkpoint_capture_key_fkey,plm,marvel_asgard_capture_checkpoint,plm,marvel_asgard_capture,a,a,FOREIGN KEY (capture_key) REFERENCES plm.marvel_asgard_capture(capture_key),1703936,0,0,0,0,0,True
opa_character_core_character_id_fkey,plm,opa_character,core,character,c,r,"FOREIGN KEY (core_character_id) REFERENCES core.""character""(id) ON UPDATE CASCADE ON DELETE RESTRICT",1687552,0,0,0,0,0,False
sega_character_evidence_asset_fkey,plm,sega_character_evidence,plm,sega_asset,a,r,"FOREIGN KEY (capture_id, asset_source_id) REFERENCES plm.sega_asset(capture_id, asset_source_id) ON DELETE RESTRICT",1581056,0,0,0,0,0,True
sega_character_evidence_catalog_fkey,plm,sega_character_evidence,plm,sega_catalog,a,r,"FOREIGN KEY (capture_id, catalog_source_id) REFERENCES plm.sega_catalog(capture_id, catalog_source_id) ON DELETE RESTRICT",1581056,0,0,0,0,0,True
sega_character_evidence_candidate_fkey,plm,sega_character_evidence,plm,sega_character_candidate,a,r,"FOREIGN KEY (capture_id, character_candidate_key) REFERENCES plm.sega_character_candidate(capture_id, character_candidate_key) ON DELETE RESTRICT",1581056,0,0,0,0,0,True
wildbrain_asset_guide_capture_id_fkey,plm,wildbrain_asset_guide,plm,wildbrain_capture,a,r,FOREIGN KEY (capture_id) REFERENCES plm.wildbrain_capture(id) ON DELETE RESTRICT,1482752,0,0,0,0,0,True
wildbrain_asset_guide_guide_fk,plm,wildbrain_asset_guide,plm,wildbrain_guide,a,r,"FOREIGN KEY (capture_id, guide_key) REFERENCES plm.wildbrain_guide(capture_id, guide_key) ON DELETE RESTRICT",1482752,0,0,0,0,0,True
wildbrain_asset_guide_alias_fk,plm,wildbrain_asset_guide,plm,wildbrain_guide_alias,a,r,"FOREIGN KEY (capture_id, guide_key, alias_label) REFERENCES plm.wildbrain_guide_alias(capture_id, guide_key, alias_label) ON DELETE RESTRICT",1482752,0,0,0,0,0,False
wildbrain_asset_guide_asset_fk,plm,wildbrain_asset_guide,plm,wildbrain_asset,a,r,"FOREIGN KEY (capture_id, asset_source_id) REFERENCES plm.wildbrain_asset(capture_id, asset_source_id) ON DELETE RESTRICT",1482752,0,0,0,0,0,True
wildbrain_asset_character_character_fk,plm,wildbrain_asset_character,plm,wildbrain_character,a,r,"FOREIGN KEY (capture_id, character_source_id) REFERENCES plm.wildbrain_character(capture_id, character_source_id) ON DELETE RESTRICT",1425408,0,0,0,0,0,True
wildbrain_asset_character_asset_fk,plm,wildbrain_asset_character,plm,wildbrain_asset,a,r,"FOREIGN KEY (capture_id, asset_source_id) REFERENCES plm.wildbrain_asset(capture_id, asset_source_id) ON DELETE RESTRICT",1425408,0,0,0,0,0,True
wildbrain_asset_character_capture_id_fkey,plm,wildbrain_asset_character,plm,wildbrain_capture,a,r,FOREIGN KEY (capture_id) REFERENCES plm.wildbrain_capture(id) ON DELETE RESTRICT,1425408,0,0,0,0,0,True
nbcu_style_guide_property_property_fkey,plm,nbcu_style_guide_property,plm,nbcu_property,a,r,"FOREIGN KEY (capture_id, property_key) REFERENCES plm.nbcu_property(capture_id, property_key) ON DELETE RESTRICT",1368064,0,0,0,0,0,True
nbcu_style_guide_property_guide_fkey,plm,nbcu_style_guide_property,plm,nbcu_style_guide,a,r,"FOREIGN KEY (capture_id, style_guide_key) REFERENCES plm.nbcu_style_guide(capture_id, style_guide_key) ON DELETE RESTRICT",1368064,0,0,0,0,0,True
property_character_associations_character_id_fkey,dflow,property_character_associations,dflow,properties_and_characters,c,c,FOREIGN KEY (character_id) REFERENCES dflow.properties_and_characters(id) ON UPDATE CASCADE ON DELETE CASCADE,1359872,0,0,0,0,0,True
property_character_associations_licensor_id_fkey,dflow,property_character_associations,dflow,licenseList,c,r,"FOREIGN KEY (licensor_id) REFERENCES dflow.""licenseList""(""licenseList_id"") ON UPDATE CASCADE ON DELETE RESTRICT",1359872,0,0,0,0,0,True
property_character_associations_property_id_fkey,dflow,property_character_associations,dflow,properties_and_characters,c,c,FOREIGN KEY (property_id) REFERENCES dflow.properties_and_characters(id) ON UPDATE CASCADE ON DELETE CASCADE,1359872,0,0,0,0,0,True
production_order_source_ref_production_order_id_fkey,plm,production_order_source_ref,plm,production_order,a,c,FOREIGN KEY (production_order_id) REFERENCES plm.production_order(id) ON DELETE CASCADE,1294336,0,0,0,3,0,True
erp_vendor_factory_id_fkey,plm,erp_vendor,core,factory,a,n,FOREIGN KEY (factory_id) REFERENCES core.factory(id) ON DELETE SET NULL,1204224,0,0,0,0,0,True
project_company_id_fkey,pim,project,core,customer,a,n,FOREIGN KEY (company_id) REFERENCES core.customer(id) ON DELETE SET NULL,1105920,0,0,0,0,0,False
project_licensor_id_fkey,pim,project,core,licensor,a,n,FOREIGN KEY (licensor_id) REFERENCES core.licensor(id) ON DELETE SET NULL,1105920,0,0,0,0,0,False
project_primary_contact_id_fkey,pim,project,core,contact,a,n,FOREIGN KEY (primary_contact_id) REFERENCES core.contact(id) ON DELETE SET NULL,1105920,0,0,0,0,0,False
project_design_collection_id_fkey,pim,project,pim,design_collection,a,n,FOREIGN KEY (design_collection_id) REFERENCES pim.design_collection(id) ON DELETE SET NULL,1105920,0,0,0,0,0,False
project_property_id_fkey,pim,project,core,property,a,n,FOREIGN KEY (property_id) REFERENCES core.property(id) ON DELETE SET NULL,1105920,0,0,0,0,0,False
coke_approval_metadata_value_capture_id_approval_route_id_fkey,plm,coke_approval_metadata_value,plm,coke_approval_item,a,a,"FOREIGN KEY (capture_id, approval_route_id) REFERENCES plm.coke_approval_item(capture_id, approval_route_id)",1081344,0,0,0,0,0,True
dcp_character_first_seen_metadata_run_id_fkey,plm,dcp_character,plm,dcp_metadata_run,a,n,FOREIGN KEY (first_seen_metadata_run_id) REFERENCES plm.dcp_metadata_run(metadata_run_id) ON DELETE SET NULL,1064960,0,0,0,0,0,False
dcp_character_last_seen_metadata_run_id_fkey,plm,dcp_character,plm,dcp_metadata_run,a,n,FOREIGN KEY (last_seen_metadata_run_id) REFERENCES plm.dcp_metadata_run(metadata_run_id) ON DELETE SET NULL,1064960,0,0,0,0,0,False
marvel_dcp_asset_term_obs_asset_fk,plm,marvel_dcp_asset_term_observation,plm,marvel_dcp_metadata_asset,a,c,"FOREIGN KEY (metadata_run_id, marvel_dcp_asset_id, fetch_status) REFERENCES plm.marvel_dcp_metadata_asset(metadata_run_id, marvel_dcp_asset_id, fetch_status) ON DELETE CASCADE",1024000,0,0,0,0,0,False
marvel_dcp_asset_term_observation_marvel_dcp_term_id_fkey,plm,marvel_dcp_asset_term_observation,plm,marvel_dcp_term,a,r,FOREIGN KEY (marvel_dcp_term_id) REFERENCES plm.marvel_dcp_term(id) ON DELETE RESTRICT,1024000,0,0,0,0,0,True
