schema,relation,relkind,total_bytes,table_bytes,index_bytes,toast_bytes,planner_rows,reloptions,n_live_tup,n_dead_tup,n_mod_since_analyze,n_ins_since_vacuum,n_tup_ins,n_tup_upd,n_tup_del,n_tup_hot_upd,n_tup_newpage_upd,seq_scan,idx_scan,last_vacuum,last_autovacuum,last_analyze,last_autoanalyze,vacuum_count,autovacuum_count,analyze_count,autoanalyze_count
dflow,sample_import_row,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
pim,factory_ext,r,32768,16384,16384,8192,-1,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
dflow,itemDepth,r,32768,16384,16384,8192,121,,0,0,0,0,0,0,0,0,0,2,432,,,,,0,0,0,0
plm,production_lane_canary,r,32768,16384,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,twentieth_century_dcp_character,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,UDFTable,r,32768,16384,16384,8192,75,,0,0,0,0,0,0,0,0,0,16,0,,,,,0,0,0,0
dam,style_group,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
dflow,FOBCountry,r,32768,16384,16384,8192,11,,0,0,0,0,0,0,0,0,0,6,0,,,,,0,0,0,0
auth,sso_providers,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
app,AdditionalUserEmail,r,32768,16384,16384,8192,5,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,UDFElement,r,32768,16384,16384,8192,49,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
dflow,externalApi,r,32768,16384,16384,8192,5,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
plm,marvel_dcp_metadata_chunk_ledger,r,32768,16384,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,itemType,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,deliveryLocation,r,32768,16384,16384,8192,19,,0,0,0,0,0,0,0,0,0,6,102,,,,,0,0,0,0
dflow,divisionCode,r,32768,16384,16384,8192,5,,0,0,0,0,0,0,0,0,0,19,0,,,,,0,0,0,0
dam,style_guide_file,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
plm,taxonomy_circuit_breaker,r,32768,16384,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,UDFTable,r,32768,16384,16384,8192,75,,0,0,0,0,0,0,0,0,0,60,0,,,,,0,0,0,0
public,prod_order_headers_raw,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,GridChildrenLayoutOrder,r,32768,16384,16384,8192,2,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
plm,StandardizedVersion,r,32768,16384,16384,8192,14,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
public,hts_rag_extraction_jobs,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,16,0,,,,,0,0,0,0
plm,wwe_asset_style_guide_inferred,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,3,1,,,,,0,0,0,0
dflow,SeasonCode,r,32768,16384,16384,8192,8,,0,0,0,0,0,0,0,0,0,4,0,,,,,0,0,0,0
pim,customer_ext,r,32768,16384,16384,8192,-1,,0,0,0,0,0,0,0,0,0,27,0,,,,,0,0,0,0
plm,coke_royalty_report,r,32768,16384,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
app,activity,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,0,5,,,,,0,0,0,0
crm,customer_ext,r,32768,16384,16384,8192,-1,,0,0,0,0,0,0,0,0,0,29,0,,,,,0,0,0,0
core,merchGroupHeaders,r,32768,16384,16384,8192,45,,0,0,0,0,0,0,0,0,0,13,0,,,,,0,0,0,0
auth,webauthn_challenges,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
auth,saml_providers,r,32768,8192,24576,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
public,dam_search_synonyms,r,32768,16384,16384,8192,-1,,0,0,0,0,0,0,0,0,0,118,0,,,,,0,0,0,0
dflow_prod,item_character_associations,r,24576,0,24576,0,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
storage,buckets_analytics,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,RFQWhse,r,24576,8192,16384,0,1,,0,0,0,0,0,0,0,0,0,5,0,,,,,0,0,0,0
plm,taxonomy_circuit_breaker_event,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,GridViewState,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,sample_attachment,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,item_taxonomy_disagreement,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
dflow,UDFGroup,r,24576,8192,16384,0,7,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
plm,UDFElementType,r,24576,8192,16384,0,4,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
plm,sesame_sub_brand,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
public,hts_rag_review_events,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
crm,opportunity_product,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,sesame_theme,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,twentieth_century_dcp_portal_tile,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
dflow_prod,GridLayout,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
core,product_category,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,3,0,,,,,0,0,0,0
plm,marvel_asgard_guide_opa_property_resolution,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
plm,productUserAssignment,r,24576,0,24576,0,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,product_category,r,24576,0,24576,0,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
core,vendor_contact,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,3,0,,,,,0,0,0,0
plm,nbcu_asset_character,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
public,processing_queue,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
designflow_frozen_20260710,Roles,r,24576,8192,16384,0,5,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,UDFElementType,r,24576,8192,16384,0,4,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
dflow_prod,sample_event,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,LicensingTime,r,24576,8192,16384,0,14,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
crm,ai_model_config,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,142,0,,,,,0,0,0,0
pim,design_asset,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
core,merch_group,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,3,0,,,,,0,0,0,0
ingest,coldlion_product_size_run,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,sesame_asset_sub_brand,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,FactoryTimes,r,24576,8192,16384,0,3,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
storage,vector_indexes,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,LicensingTime,r,24576,8192,16384,0,14,,0,0,0,0,0,0,0,0,0,12,0,,,,,0,0,0,0
plm,licensing_status,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
public,product_categories,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
realtime,messages_2026_09_02,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
core,style_guide_character,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,6,0,,,,,0,0,0,0
plm,UDFGroup,r,24576,8192,16384,0,7,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
plm,sesame_asset_brand,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,sample,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,quote_auth_token,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,sesame_asset_category,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,sample,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
realtime,messages_2026_09_05,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
plm,rfq_group,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,sesame_asset_theme,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
pim,design_collection,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,3,0,,,,,0,0,0,0
dflow,FactoryTimes,r,24576,8192,16384,0,3,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
plm,sesame_asset_type,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,RFQContainer,r,24576,8192,16384,0,25,,0,0,0,0,0,0,0,0,0,6,132,,,,,0,0,0,0
realtime,messages_2026_09_04,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
public,product_subtypes,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
public,product_types,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,licensingMilestone,r,24576,0,24576,0,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
crm,licensor_approval_thread,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,12,0,,,,,0,0,0,0
dflow,LicensingTimes,r,24576,8192,16384,0,3,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
plm,licensing_feedback,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,UDFComponent,r,24576,8192,16384,0,2,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
dflow_prod,ProdOrderDetail,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dam,asset_tag,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
app,comment,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,2,,,,,0,0,0,0
plm,ProductNickname,r,24576,8192,16384,0,7,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
auth,mfa_challenges,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,UDFComponent,r,24576,8192,16384,0,2,,0,0,0,0,0,0,0,0,0,3,0,,,,,0,0,0,0
realtime,messages_2026_09_06,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
plm,marvel_asgard_capture_gap,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,twentieth_century_dcp_asset_crawl,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dam,production_order_snapshot,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dam,sku_style_guide_source,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
auth,audit_log_entries,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
designflow_frozen_20260710,comments,r,24576,8192,16384,0,13,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
realtime,messages_2026_09_01,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
pim,design,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,3,0,,,,,0,0,0,0
plm,sesame_capture,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
dflow_prod,sample_attachment,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,DesignTeamTimes,r,24576,8192,16384,0,4,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,rfq_vendor,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,age_group,r,24576,0,24576,0,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,sample_event,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,ProductNickname,r,24576,8192,16384,0,7,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
plm,sesame_character,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
realtime,schema_migrations,r,24576,8192,16384,0,75,,1,0,1,1,1,0,0,0,0,4,0,,,,,0,0,0,0
dflow,RFQWhse,r,24576,8192,16384,0,1,,0,0,0,0,0,0,0,0,0,5,0,,,,,0,0,0,0
plm,item_detail,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,sesame_asset_character,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
realtime,messages_2026_09_03,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
auth,oauth_clients,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dam,erp_item_snapshot,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
storage,s3_multipart_uploads,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,sesame_art_style,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,rfq_item,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,DesignTeamTimes,r,24576,8192,16384,0,4,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
realtime,messages_2026_09_07,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
auth,oauth_client_states,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,sesame_asset_asset_type,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,twentieth_century_dcp_term,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,sesame_brand,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
app,file_object,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,item_character_associations,r,24576,0,24576,0,-1,,0,0,0,0,0,0,0,0,0,8,0,,,,,0,0,0,0
vault,secrets,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,7,0,,,,,0,0,0,0
plm,LicensingTimes,r,24576,8192,16384,0,3,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,RFQContainer,r,24576,8192,16384,0,25,,0,0,0,0,0,0,0,0,0,7,88,,,,,0,0,0,0
plm,reference_value,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,sesame_asset_art_style,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
auth,schema_migrations,r,24576,8192,16384,0,76,,0,0,0,0,0,0,0,0,0,142,0,,,,,0,0,0,0
public,prod_order_sync_runs,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,sesame_style_guide_character,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
plm,marvel_asgard_character_opa_resolution,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,wwe_submission_comment,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,2,1,,,,,0,0,0,0
plm,sesame_asset_style_guide,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,licensingFeedbackReply,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,item_attachment,r,24576,8192,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,productUserAssignment,r,24576,0,24576,0,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,externalCustomer,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dam,agent_registration,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
coldlion,customer,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
coldlion,salesperson,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
dflow_prod,companyCode,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,StandardizedSize,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,ProdOrderHeader,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,UDFQuery,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
coldlion,season,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
dflow_prod,licensingStatus,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,users,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,itemAttachment,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dam,processing_queue,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,ProdShipmentTransitTime,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
dflow_prod,UDFTable,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,itemDepth,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,itemDetail,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
storage,s3_multipart_uploads_parts,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,StandardizedProductElementValue,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dam,asset_path_history,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,externalApi,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,StandardizedGroup,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,sample_factory_group,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,ContainerHeader,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
pim,product_style_group,r,16384,0,16384,0,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,merchGroup,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,auth_token,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,GridChildrenLayoutOrder,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
coldlion,item_merch_group,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,sample_factory_group,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
coldlion,item_detail,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,StandardizedVersion,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
coldlion,merch_group_detail,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,sample_comments,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
dflow_prod,divisionCode,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,email_logs,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,ProdShipmentTransitTime,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,customers,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
coldlion,merch_group_header,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,ContainerHeader,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,GridAccessLevel,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,groups,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,merchGroupHeaders,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
coldlion,prod_history_line,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,FOBCountry,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,StandardizedProductElementValue,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
dflow_prod,SeasonCode,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,twentieth_century_dcp_metadata_chunk_ledger,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,ShippingPort,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,StandardizedProductType,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,wb_franchise_property_evidence,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
dflow_prod,StandardizedVendor,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,sample_comments,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,taxonomy_baseline_activation,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,StandardizedProductElementValue,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,GridChildrenLayout,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
core,property_character_associations,r,16384,0,16384,0,-1,,0,0,0,0,0,0,0,0,0,5,0,,,,,0,0,0,0
coldlion,item_header,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
coldlion,order_history_component,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,sample_box,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,licenseList,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,source_resolution,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,13,11,,,,,0,0,0,0
dflow,ContainerHeader,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
dflow_prod,itemSize,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,ShippingPort,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
dam,helper_device,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,vendorGroup,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,StandardizedDetail,r,16384,0,16384,0,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow_prod,RFQGroup,r,16384,8192,8192,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
