schema,relation,relkind,total_bytes,table_bytes,index_bytes,toast_bytes,planner_rows,reloptions,n_live_tup,n_dead_tup,n_mod_since_analyze,n_ins_since_vacuum,n_tup_ins,n_tup_upd,n_tup_del,n_tup_hot_upd,n_tup_newpage_upd,seq_scan,idx_scan,last_vacuum,last_autovacuum,last_analyze,last_autoanalyze,vacuum_count,autovacuum_count,analyze_count,autoanalyze_count
plm,coke_approval_vocabulary_value,r,630784,442368,188416,8192,1492,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,opa_property_studio_resolution,r,622592,450560,172032,8192,1445,,0,0,0,0,0,0,0,0,0,4,10768,,,,,0,0,0,0
plm,pmt_property_collection,r,614400,303104,311296,8192,1076,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
plm,peanuts_asset_holiday,r,589824,286720,303104,8192,1925,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,pmt_collection,r,589824,344064,245760,8192,1076,,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0
plm,pmt_capture_batch,r,581632,466944,114688,8192,678,,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0
pim,revision_request,r,548864,425984,122880,8192,611,,0,0,0,0,0,0,0,0,0,3,0,,,,,0,0,0,0
plm,dcp_property_licensor_resolution,r,540672,327680,212992,8192,650,,0,0,0,0,0,0,0,0,0,4,2,,,,,0,0,0,0
plm,peanuts_style_guide_character,r,524288,401408,122880,8192,1033,,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0
dflow,art_piece,r,491520,327680,163840,8192,979,,0,0,0,0,0,0,0,0,0,2,8,,,,,0,0,0,0
plm,coke_asset_tag,r,483328,237568,245760,8192,943,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
core,taxonomy_source_ref,r,475136,352256,122880,8192,505,,21,0,21,21,21,0,0,0,0,79,48,,,,,0,0,0,0
plm,coke_approval_item,r,458752,425984,32768,57344,172,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,sega_character_property_inferred,r,450560,155648,294912,8192,250,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
public,sku_files_used,r,442368,188416,253952,8192,821,,821,131,87,0,0,609,0,609,0,15,613,,,,2026-09-03 00:00:40.185387-04,0,0,0,3
designflow_frozen_20260710,art_piece,r,442368,270336,172032,8192,1114,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,coke_asset,r,417792,368640,49152,8192,436,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
core,merchGroupRelations,r,409600,139264,270336,0,1389,,0,0,0,0,0,0,0,0,0,1,2,,,,,0,0,0,0
dflow,merchGroupRelations,r,409600,139264,270336,0,1389,,0,0,0,0,0,0,0,0,0,1,1,,,,,0,0,0,0
plm,property_import,r,409600,311296,98304,8192,468,,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0
plm,contract_property_evidence,r,401408,253952,147456,8192,1401,,1401,0,0,0,1401,0,0,0,0,0,28,,2026-08-30 10:13:59.640172-04,,2026-08-30 10:13:59.649933-04,0,1,0,1
core,externalCustomer,r,401408,360448,40960,8192,839,,0,0,0,0,0,0,0,0,0,3,0,,,,,0,0,0,0
plm,marvel_dcp_asset,r,401408,180224,221184,8192,461,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,externalCustomer,r,401408,360448,40960,8192,839,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
dflow,auth_token,r,393216,360448,32768,8192,512,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
plm,sega_property_licensor,r,393216,163840,229376,8192,788,,0,0,0,0,0,0,0,0,0,0,440,,,,,0,0,0,0
app,auth_token,r,393216,360448,32768,8192,512,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
crm,ingested_domain,r,393216,262144,131072,8192,465,,465,0,0,0,6,3112,0,2669,443,1,3119,,2026-09-04 02:11:29.369461-04,,2026-09-04 02:11:29.398399-04,0,10,0,11
plm,sega_character_candidate,r,385024,155648,229376,8192,528,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,lucasfilm_dcp_character,r,385024,270336,114688,8192,370,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,marvel_dcp_asset_character_observation,r,376832,172032,204800,8192,1328,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,nbcu_property,r,376832,229376,147456,8192,249,,0,0,0,0,0,0,0,0,0,123,1521,,,,,0,0,0,0
core,merchGroupMaster,r,368640,303104,65536,8192,2017,,0,0,0,0,0,0,0,0,0,1,2,,,,,0,0,0,0
dflow,app_settings,r,368640,352256,16384,344064,4,,0,0,0,0,0,0,0,0,0,5,0,,,,,0,0,0,0
dflow,merchGroupMaster,r,368640,303104,65536,8192,2017,,0,0,0,0,0,0,0,0,0,1,1,,,,,0,0,0,0
app,app_settings,r,368640,352256,16384,344064,4,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,marvel_dcp_term,r,368640,303104,65536,8192,144,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
core,product_size,r,368640,204800,163840,8192,538,,0,0,0,0,0,0,0,0,0,3,0,,,,,0,0,0,0
dflow,GridLayout,r,360448,245760,114688,8192,1583,,0,0,0,0,0,0,0,0,0,17,1,,,,,0,0,0,0
plm,GridLayout,r,352256,237568,114688,8192,1583,,0,0,0,0,0,0,0,0,0,38,0,,,,,0,0,0,0
plm,dcp_opa_property_resolution,r,352256,204800,147456,8192,250,,250,0,0,250,250,0,0,0,0,88,79402,,,,2026-09-02 22:16:34.632315-04,0,0,0,2
core,product_size_source_ref,r,352256,196608,155648,8192,652,,0,0,0,0,0,0,0,0,0,3,0,,,,,0,0,0,0
plm,sega_property,r,344064,245760,98304,8192,440,,0,0,0,0,0,0,0,0,0,3,192,,,,,0,0,0,0
plm,opa_property,r,335872,212992,122880,8192,1518,,0,0,0,0,0,0,0,0,0,1160,387,,,,,0,0,0,0
plm,StandardizedDetail,r,319488,155648,163840,0,2724,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,StandardizedDetail,r,319488,155648,163840,0,2724,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
dflow,item_character_associations,r,319488,155648,163840,0,1924,,0,0,0,0,0,0,0,0,0,1,1,,,,,0,0,0,0
auth,users,r,311296,98304,212992,8192,44,,44,30,27,0,3,412,0,354,2,41,40470,,2026-09-01 17:54:00.389692-04,,2026-09-04 05:57:41.845457-04,0,1,0,7
public,agent_registrations,r,286720,221184,65536,147456,2,,2,20,20,0,0,38763,0,0,51,47064,3743494,,2026-09-04 17:25:18.900006-04,,2026-09-04 17:25:18.906704-04,0,756,0,752
app,db_data_admin_audit_event,r,286720,204800,81920,122880,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,peanuts_style_guide,r,278528,196608,81920,8192,528,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,nbcu_character,r,278528,139264,139264,8192,190,,0,0,0,0,0,0,0,0,0,3,2,,,,,0,0,0,0
core,property,r,270336,155648,114688,8192,256,,0,0,0,0,0,0,0,0,0,2334,114470,,,,,0,0,0,0
plm,nbcu_ip_family_property,r,270336,180224,90112,8192,103,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
core,customer_alias,r,262144,73728,188416,8192,71,,0,0,0,0,0,0,0,0,0,3,3753,,,,,0,0,0,0
plm,nbcu_property_character,r,253952,163840,90112,8192,190,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
crm,meeting_note,r,253952,204800,49152,65536,27,,0,0,0,0,0,0,0,0,0,5,8,,,,,0,0,0,0
plm,marvel_dcp_style_guide,r,253952,180224,73728,8192,7,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,creative_submission_property_resolution_member,r,237568,81920,155648,8192,278,,278,0,0,278,278,0,0,0,0,9,21253,,,,2026-08-30 10:30:00.593241-04,0,0,0,1
plm,coke_asset_detail_value,r,229376,155648,73728,8192,657,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
core,externalVendor,r,229376,196608,32768,8192,628,,0,0,0,0,0,0,0,0,0,3,0,,,,,0,0,0,0
dflow,externalVendor,r,229376,196608,32768,8192,627,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
public,properties,r,212992,131072,81920,8192,500,,0,0,0,0,0,0,0,0,0,13,6,,,,,0,0,0,0
plm,marvel_dcp_asset_tile_observation,r,212992,90112,122880,8192,461,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
auth,sessions,r,204800,98304,106496,8192,217,,219,54,46,48,48,339,10,339,0,0,16076,,,,2026-09-03 20:06:09.42805-04,0,0,0,5
plm,customer_import,r,204800,163840,40960,8192,54,,0,0,0,0,0,0,0,0,0,1,5405,,,,,0,0,0,0
plm,marvel_dcp_asset_crawl,r,196608,98304,98304,8192,461,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
pim,product_link,r,188416,122880,65536,8192,104,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,sample_movement,r,188416,73728,114688,8192,120,,0,0,0,0,0,0,0,0,0,50,0,,,,,0,0,0,0
auth,flow_state,r,180224,114688,65536,65536,109,,3,11,25,14,14,0,11,0,0,0,24,,,,,0,0,0,0
core,licensor_alias,r,180224,90112,90112,24576,-1,,0,0,0,0,0,0,0,0,0,3,0,,,,,0,0,0,0
plm,pmt_property,r,180224,81920,98304,8192,134,,0,0,0,0,0,0,0,0,0,125,2,,,,,0,0,0,0
plm,wwe_submission,r,172032,122880,49152,8192,-1,,48,0,48,48,48,0,0,0,0,3,354,,,,,0,0,0,0
plm,peanuts_asset_animation_title,r,172032,90112,81920,8192,292,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,marvel_asgard_term,r,172032,90112,81920,8192,95,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,taxonomy_resolution_review,r,172032,16384,155648,8192,-1,,0,0,0,0,0,0,0,0,0,2,12,,,,,0,0,0,0
plm,coke_vocabulary_value,r,163840,98304,65536,8192,204,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,erp_property,r,163840,49152,114688,8192,-1,,0,0,0,0,0,0,0,0,0,8,1,,,,,0,0,0,0
plm,vendor_exclusion,r,163840,122880,40960,8192,435,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,coke_tag,r,163840,90112,73728,8192,279,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,lucasfilm_dcp_metadata_chunk_ledger,r,155648,106496,49152,8192,430,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,peanuts_style_guide_art_program,r,155648,114688,40960,8192,262,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,contract_property,r,155648,65536,90112,8192,309,,309,0,0,309,309,0,0,0,0,0,1429,,,,2026-08-30 10:13:59.637862-04,0,0,0,1
plm,pmt_property_character,r,147456,73728,73728,8192,124,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
pim,product_submission,r,147456,114688,32768,8192,84,,0,0,0,0,0,0,0,0,0,4,0,,,,,0,0,0,0
plm,marvel_asgard_style_guide,r,147456,90112,57344,8192,75,,0,0,0,0,0,0,0,0,0,63,1,,,,,0,0,0,0
plm,style_tracker_value_resolution,r,147456,24576,122880,8192,0,,0,0,0,0,0,0,0,0,0,9,0,,,,,0,0,0,0
plm,pmt_character,r,147456,73728,73728,8192,124,,0,0,0,0,0,0,0,0,0,3,2,,,,,0,0,0,0
plm,GridAccessLevel,r,139264,98304,40960,8192,926,,0,0,0,0,0,0,0,0,0,224,0,,,,,0,0,0,0
auth,identities,r,139264,73728,65536,8192,29,,1,1,11,1,1,10,0,10,0,0,14652,,,,,0,0,0,0
plm,pmt_property_franchise_evidence,r,139264,81920,57344,8192,168,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
dflow,GridAccessLevel,r,139264,98304,40960,8192,926,,0,0,0,0,0,0,0,0,0,123,0,,,,,0,0,0,0
core,product_depth,r,139264,73728,65536,8192,121,,0,0,0,0,0,0,0,0,0,4,121,,,,,0,0,0,0
dflow,sample_shipment_line,r,131072,49152,81920,8192,23,,0,0,0,0,0,0,0,0,0,8,0,,,,,0,0,0,0
plm,erp_licensor,r,131072,16384,114688,8192,-1,,0,0,0,0,0,0,0,0,0,1,1,,,,,0,0,0,0
plm,nbcu_scope,r,131072,81920,49152,8192,54,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
plm,marvel_dcp_portal_tile,r,131072,98304,32768,8192,1,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
plm,wwe_character_evidence,r,131072,49152,81920,8192,54,,54,0,0,54,54,0,0,0,0,6,54,,,,2026-08-30 12:21:08.089709-04,0,0,0,1
plm,dcp_opa_property_resolution_member,r,131072,49152,81920,0,315,,315,0,0,315,315,0,0,0,0,60,688,,,,2026-09-02 22:16:34.636101-04,0,0,0,2
temp_status_watch,status_snapshot,r,131072,81920,49152,8192,282,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,dcp_chunk_ledger,r,122880,81920,40960,8192,304,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
realtime,subscription,r,122880,73728,49152,8192,6,,4,51,22,48,267,476,267,470,6,83688,233286,,2026-09-03 16:04:56.49749-04,,2026-09-04 16:59:17.619864-04,0,6,0,19
auth,mfa_amr_claims,r,122880,65536,57344,8192,173,,38,10,58,48,48,0,10,0,0,0,15013,,,,,0,0,0,0
crm,department,r,122880,73728,49152,8192,38,,0,0,0,0,0,0,0,0,0,15,67536,,,,,0,0,0,0
plm,marvel_dcp_character,r,122880,81920,40960,8192,37,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,nbcu_capture,r,122880,73728,49152,24576,-1,,0,0,0,0,0,0,0,0,0,1,66,,,,,0,0,0,0
dflow,artists,r,122880,16384,106496,8192,14,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
auth,custom_oauth_providers,r,114688,16384,98304,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
designflow_frozen_20260710,artists,r,114688,16384,98304,8192,14,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,sample_factory_visit,r,114688,16384,98304,8192,-1,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
dflow,art_types,r,114688,16384,98304,8192,2,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
plm,pmt_authorized_title,r,114688,65536,49152,8192,29,,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0
plm,sega_style_guide_candidate,r,114688,81920,32768,8192,74,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
public,ai_tag_bakeoff_reviews,r,114688,65536,49152,8192,76,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
pim,stage,r,114688,81920,32768,8192,86,,0,0,0,0,0,0,0,0,0,2,6,,,,,0,0,0,0
auth,one_time_tokens,r,114688,16384,98304,8192,-1,,0,0,0,0,0,0,0,0,0,0,1,,,,,0,0,0,0
core,art_types,r,114688,16384,98304,8192,2,,0,0,0,0,0,0,0,0,0,3,0,,,,,0,0,0,0
plm,pmt_authorized_title_property,r,106496,73728,32768,8192,72,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
core,product_depth_source_ref,r,106496,57344,49152,8192,121,,0,0,0,0,0,0,0,0,0,3,0,,,,,0,0,0,0
plm,coke_sku,r,106496,57344,49152,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,coke_asset_property_option,r,106496,73728,32768,8192,166,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,licensor_import,r,106496,73728,32768,8192,37,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
core,factory_alias,r,106496,16384,90112,8192,-1,,0,0,0,0,0,0,0,0,0,3,91,,,,,0,0,0,0
app,RolePermissions,r,106496,8192,98304,0,4,,0,0,0,0,0,0,0,0,0,6,0,,,,,0,0,0,0
dflow,RolePermissions,r,106496,8192,98304,0,4,,0,0,0,0,0,0,0,0,0,11,0,,,,,0,0,0,0
plm,sega_style_guide_property_inferred,r,98304,49152,49152,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
storage,objects,r,98304,16384,81920,8192,-1,,0,0,0,0,0,0,0,0,0,0,2,,,,,0,0,0,0
plm,taxonomy_baseline_pin,r,98304,49152,49152,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,GridViewState,r,98304,65536,32768,8192,15,,0,0,0,0,0,0,0,0,0,0,48,,,,,0,0,0,0
plm,itemSize,r,98304,65536,32768,8192,495,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,RFQGroup,r,98304,65536,32768,8192,398,,0,0,0,0,0,0,0,0,0,6,1512,,,,,0,0,0,0
plm,sega_capture,r,98304,49152,49152,8192,-1,,0,0,0,0,0,0,0,0,0,0,66,,,,,0,0,0,0
plm,dcp_metadata_run,r,98304,16384,81920,8192,-1,,0,0,0,0,0,0,0,0,0,2,2,,,,,0,0,0,0
dflow_prod,RFQItem,r,98304,8192,90112,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,wwe_style_guide_page,r,98304,65536,32768,8192,226,,226,0,0,226,226,0,0,0,0,3,226,,,,2026-08-30 12:21:08.189124-04,0,0,0,1
dflow,sample,r,98304,49152,49152,8192,15,,0,0,0,0,0,0,0,0,0,20,0,,,,,0,0,0,0
dflow,itemSize,r,98304,65536,32768,8192,495,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
plm,lucasfilm_dcp_metadata_run,r,98304,16384,81920,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,sample_piece_lineage,r,98304,16384,81920,8192,-1,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
plm,coke_manufacturer_profile,r,98304,81920,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,marvel_dcp_metadata_run,r,98304,16384,81920,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,RFQGroup,r,98304,65536,32768,8192,389,,0,0,0,0,0,0,0,0,0,265,1470,,,,,0,0,0,0
plm,dcp_crawl,r,90112,16384,73728,8192,2,,0,0,0,0,0,0,0,0,0,9,0,,,,,0,0,0,0
plm,peanuts_character,r,90112,57344,32768,8192,77,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,pmt_franchise,r,90112,57344,32768,8192,22,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
dflow,licensingMilestone,r,90112,40960,49152,0,114,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
plm,licensingMilestone,r,90112,40960,49152,0,114,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,pmt_property_capture_log,r,90112,65536,24576,8192,72,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
plm,wildbrain_guide,r,90112,57344,32768,8192,65,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
core,vendor,r,90112,73728,16384,8192,167,,0,0,0,0,0,0,0,0,0,7,0,,,,,0,0,0,0
core,product_material,r,90112,16384,73728,8192,-1,,0,0,0,0,0,0,0,0,0,3,0,,,,,0,0,0,0
dflow,vendor,r,90112,73728,16384,8192,163,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
plm,StandardizedSize,r,90112,57344,32768,8192,402,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,StandardizedSize,r,90112,57344,32768,8192,402,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
plm,peanuts_asset_type,r,81920,49152,32768,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,wwe_product_entitlement,r,81920,16384,65536,8192,-1,,10,0,10,10,10,0,0,0,0,4,11,,,,,0,0,0,0
plm,peanuts_capture,r,81920,49152,32768,8192,-1,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
plm,wwe_character_candidate,r,81920,16384,65536,8192,-1,,11,0,11,11,11,0,0,0,0,4,88,,,,,0,0,0,0
plm,taxonomy_sync_alert,r,81920,16384,65536,8192,-1,,0,2,0,1,1,1,0,0,0,0,4,,,,,0,0,0,0
dflow,artist_types,r,81920,16384,65536,8192,2,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
core,artist_types,r,81920,16384,65536,8192,2,,0,0,0,0,0,0,0,0,0,3,0,,,,,0,0,0,0
plm,lucasfilm_dcp_crawl_section,r,81920,16384,65536,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,wwe_submission_stage,r,81920,49152,32768,8192,121,,121,0,0,121,121,0,0,0,0,3,121,,,,2026-08-30 12:21:08.18167-04,0,0,0,1
plm,dcp_crawl_section,r,81920,16384,65536,8192,-1,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
plm,contract_property_document,r,81920,49152,32768,8192,-1,,39,0,39,39,39,0,0,0,0,0,1429,,,,,0,0,0,0
plm,pmt_capture,r,81920,16384,65536,8192,-1,,0,0,0,0,0,0,0,0,0,1,86,,,,,0,0,0,0
plm,nbcu_ip_family,r,81920,16384,65536,8192,-1,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
plm,wildbrain_character,r,81920,49152,32768,8192,96,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,marvel_dcp_crawl_section,r,81920,16384,65536,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
core,licensor,r,81920,49152,32768,8192,25,,0,0,0,0,0,0,0,0,0,165684,4318,,,,,0,0,0,0
plm,peanuts_metadata_field,r,81920,49152,32768,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,coke_approval_stage_snapshot,r,81920,65536,16384,8192,172,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,wwe_property,r,81920,16384,65536,8192,-1,,1,0,1,1,1,0,0,0,0,4,13,,,,,0,0,0,0
plm,pmt_relationship_anomaly,r,81920,49152,32768,8192,-1,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
dflow,GridViewState,r,81920,49152,32768,8192,14,,0,0,0,0,0,0,0,0,0,19,0,,,,,0,0,0,0
dflow,sample_inventory_balance,r,81920,49152,32768,8192,151,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
plm,merch_group_header,r,81920,16384,65536,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
public,hts_rag_rulings,r,81920,16384,65536,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,wwe_submission_image,r,81920,49152,32768,8192,76,,76,0,0,76,76,0,0,0,0,3,76,,,,2026-08-30 12:21:08.184665-04,0,0,0,1
plm,wb_franchise,r,73728,16384,57344,8192,8,,0,0,0,0,0,0,0,0,0,10,0,,,,,0,0,0,0
public,app_access,r,73728,8192,65536,0,29,,1,0,1,1,1,0,0,0,0,131,1,,,,,0,0,0,0
dflow,users,r,73728,49152,24576,8192,52,,0,15,25,0,0,25,0,25,0,82,55,,,,,0,0,0,0
public,style_guide_crawl_runs,r,73728,57344,16384,8192,94,,7,0,14,7,7,7,0,7,0,12,1531416,,,,,0,0,0,0
dflow,sample_shipment_item,r,73728,8192,65536,0,-1,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
plm,pmt_capture_expectation,r,73728,57344,16384,8192,22,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
plm,sega_tag,r,73728,16384,57344,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
designflow_frozen_20260710,Factory,r,73728,57344,16384,8192,175,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
core,packaging_type,r,73728,16384,57344,8192,-1,,0,0,0,0,0,0,0,0,0,32,0,,,,,0,0,0,0
plm,lucasfilm_dcp_crawl,r,65536,16384,49152,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
public,helper_tokens,r,65536,49152,16384,8192,52,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,wwe_submission_capture,r,65536,16384,49152,8192,-1,,1,1,2,1,1,1,0,0,0,3,62,,,,,0,0,0,0
app,ai_cache_events,r,65536,16384,49152,8192,2,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,grid_cell_notes,r,65536,16384,49152,8192,2,,0,0,0,0,0,0,0,0,0,78,0,,,,,0,0,0,0
ingest,sync_run,r,65536,49152,16384,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
app,users,r,65536,49152,16384,8192,53,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
plm,wildbrain_capture,r,65536,16384,49152,8192,-1,,0,0,0,0,0,0,0,0,0,0,64,,,,,0,0,0,0
plm,sega_asset_tag,r,65536,16384,49152,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
plm,wwe_style_guide,r,65536,16384,49152,8192,-1,,26,0,26,26,26,0,0,0,0,3,279,,,,,0,0,0,0
public,helper_devices,r,65536,49152,16384,8192,2,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,sample_factory_visit_event,r,65536,16384,49152,8192,-1,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
plm,wwe_creative_capture,r,65536,16384,49152,8192,-1,,1,1,2,1,1,1,0,0,0,3,2946,,,,,0,0,0,0
plm,pmt_shrink_override,r,65536,16384,49152,8192,-1,,0,0,0,0,0,0,0,0,0,1,0,,,,,0,0,0,0
plm,wildbrain_era,r,65536,16384,49152,8192,-1,,0,0,0,0,0,0,0,0,0,0,124,,,,,0,0,0,0
dflow,itemLicenseImage,r,65536,16384,49152,8192,1,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
core,style_guide,r,65536,8192,57344,8192,-1,,0,0,0,0,0,0,0,0,0,5,0,,,,,0,0,0,0
dflow,sample_reservation,r,65536,16384,49152,8192,-1,,0,0,0,0,0,0,0,0,0,12,0,,,,,0,0,0,0
dflow,itemType,r,65536,16384,49152,8192,-1,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
core,taxonomy_owner_ruling,r,65536,16384,49152,8192,-1,,0,0,0,0,0,0,0,0,0,3,0,,,,,0,0,0,0
dflow,Factory,r,65536,49152,16384,8192,169,,0,0,0,0,0,0,0,0,0,16,1070,,,,,0,0,0,0
plm,StandardizedGroup,r,65536,49152,16384,8192,89,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
dflow,sample_approval_event,r,65536,16384,49152,8192,-1,,0,0,0,0,0,0,0,0,0,2,0,,,,,0,0,0,0
core,mg_category,r,65536,16384,49152,8192,-1,,0,0,0,0,0,0,0,0,0,3,0,,,,,0,0,0,0
plm,marvel_dcp_crawl,r,65536,16384,49152,8192,-1,,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0
