schema,table_name,index_name,indexdef,is_unique,is_primary,is_valid,is_ready,is_partial,has_expressions,key_atts,total_atts,constraint_owned,constraint_type,index_bytes,idx_scan,idx_tup_read,idx_tup_fetch,last_idx_scan
dflow,ProdOrderHeader,ProdOrderHeader_pkey,"CREATE UNIQUE INDEX ""ProdOrderHeader_pkey"" ON dflow.""ProdOrderHeader"" USING btree (""prodOrderNo"")",True,True,True,True,False,False,1,1,True,p,98304,1,3514,0,2026-09-02 15:56:11.935714-04
plm,wwe_asset_folder,wwe_asset_folder_pkey,"CREATE UNIQUE INDEX wwe_asset_folder_pkey ON plm.wwe_asset_folder USING btree (capture_id, folder_source_id)",True,True,True,True,False,False,2,2,True,f,98304,13444,12172,12172,2026-08-30 12:21:03.645318-04
core,merchGroup,merchGroup_pkey,"CREATE UNIQUE INDEX ""merchGroup_pkey"" ON core.""merchGroup"" USING btree (mg_id)",True,True,True,True,False,False,1,1,True,p,98304,2202,9490,2560,2026-09-03 08:04:20.548648-04
dflow,merchGroup,merchGroup_pkey,"CREATE UNIQUE INDEX ""merchGroup_pkey"" ON dflow.""merchGroup"" USING btree (mg_id)",True,True,True,True,False,False,1,1,True,f,98304,437,7725,796,2026-09-04 09:45:01.39808-04
plm,wwe_asset_folder,wwe_asset_folder_pkey,"CREATE UNIQUE INDEX wwe_asset_folder_pkey ON plm.wwe_asset_folder USING btree (capture_id, folder_source_id)",True,True,True,True,False,False,2,2,True,p,98304,13444,12172,12172,2026-08-30 12:21:03.645318-04
dflow,merchGroup,merchGroup_pkey,"CREATE UNIQUE INDEX ""merchGroup_pkey"" ON dflow.""merchGroup"" USING btree (mg_id)",True,True,True,True,False,False,1,1,True,f,98304,437,7725,796,2026-09-04 09:45:01.39808-04
core,customer_alias,customer_alias_trgm_idx,CREATE INDEX customer_alias_trgm_idx ON core.customer_alias USING gin (normalized_alias extensions.gin_trgm_ops),False,False,True,True,False,False,1,1,False,,98304,0,0,0,
dflow,RFQItem,idx_rfqitem_home_list,"CREATE INDEX idx_rfqitem_home_list ON dflow.""RFQItem"" USING btree (""rfqItem_active"", ""rfqItem_id"" DESC) WHERE (""rfqItem_archive"" IS NULL)",False,False,True,True,True,False,2,2,False,,98304,4,13008,13008,2026-09-02 13:56:33.661829-04
plm,marvel_dcp_asset_property_observation,idx_marvel_dcp_asset_property_obs_run,CREATE INDEX idx_marvel_dcp_asset_property_obs_run ON plm.marvel_dcp_asset_property_observation USING btree (metadata_run_id),False,False,True,True,False,False,1,1,False,,98304,0,0,0,
plm,sega_character_evidence,idx_sega_character_evidence_catalog,"CREATE INDEX idx_sega_character_evidence_catalog ON plm.sega_character_evidence USING btree (capture_id, catalog_source_id) WHERE (catalog_source_id IS NOT NULL)",False,False,True,True,True,False,2,2,False,,98304,0,0,0,
core,merchGroup,merchGroup_pkey,"CREATE UNIQUE INDEX ""merchGroup_pkey"" ON core.""merchGroup"" USING btree (mg_id)",True,True,True,True,False,False,1,1,True,f,98304,2202,9490,2560,2026-09-03 08:04:20.548648-04
plm,production_order,production_order_number_idx,CREATE INDEX production_order_number_idx ON plm.production_order USING btree (production_order_number),False,False,True,True,False,False,1,1,False,,98304,1,3230,102,2026-08-31 03:30:11.327574-04
dflow,merchGroup,merchGroup_pkey,"CREATE UNIQUE INDEX ""merchGroup_pkey"" ON dflow.""merchGroup"" USING btree (mg_id)",True,True,True,True,False,False,1,1,True,f,98304,437,7725,796,2026-09-04 09:45:01.39808-04
plm,production_order,plm_production_order_number_idx,CREATE INDEX plm_production_order_number_idx ON plm.production_order USING btree (production_order_number),False,False,True,True,False,False,1,1,False,,98304,0,0,0,
core,merchGroup,merchGroup_pkey,"CREATE UNIQUE INDEX ""merchGroup_pkey"" ON core.""merchGroup"" USING btree (mg_id)",True,True,True,True,False,False,1,1,True,f,98304,2202,9490,2560,2026-09-03 08:04:20.548648-04
dflow,merchGroup,merchGroup_pkey,"CREATE UNIQUE INDEX ""merchGroup_pkey"" ON dflow.""merchGroup"" USING btree (mg_id)",True,True,True,True,False,False,1,1,True,f,98304,437,7725,796,2026-09-04 09:45:01.39808-04
dflow,merchGroup,merchGroup_pkey,"CREATE UNIQUE INDEX ""merchGroup_pkey"" ON dflow.""merchGroup"" USING btree (mg_id)",True,True,True,True,False,False,1,1,True,f,98304,437,7725,796,2026-09-04 09:45:01.39808-04
dflow,merchGroup,merchGroup_pkey,"CREATE UNIQUE INDEX ""merchGroup_pkey"" ON dflow.""merchGroup"" USING btree (mg_id)",True,True,True,True,False,False,1,1,True,f,98304,437,7725,796,2026-09-04 09:45:01.39808-04
core,merchGroup,merchGroup_pkey,"CREATE UNIQUE INDEX ""merchGroup_pkey"" ON core.""merchGroup"" USING btree (mg_id)",True,True,True,True,False,False,1,1,True,f,98304,2202,9490,2560,2026-09-03 08:04:20.548648-04
core,merchGroup,merchGroup_pkey,"CREATE UNIQUE INDEX ""merchGroup_pkey"" ON core.""merchGroup"" USING btree (mg_id)",True,True,True,True,False,False,1,1,True,f,98304,2202,9490,2560,2026-09-03 08:04:20.548648-04
core,merchGroup,merchGroup_pkey,"CREATE UNIQUE INDEX ""merchGroup_pkey"" ON core.""merchGroup"" USING btree (mg_id)",True,True,True,True,False,False,1,1,True,f,98304,2202,9490,2560,2026-09-03 08:04:20.548648-04
dflow,merchGroup,merchGroup_pkey,"CREATE UNIQUE INDEX ""merchGroup_pkey"" ON dflow.""merchGroup"" USING btree (mg_id)",True,True,True,True,False,False,1,1,True,f,98304,437,7725,796,2026-09-04 09:45:01.39808-04
core,merchGroup,merchGroup_pkey,"CREATE UNIQUE INDEX ""merchGroup_pkey"" ON core.""merchGroup"" USING btree (mg_id)",True,True,True,True,False,False,1,1,True,f,98304,2202,9490,2560,2026-09-03 08:04:20.548648-04
core,merchGroup,merchGroup_pkey,"CREATE UNIQUE INDEX ""merchGroup_pkey"" ON core.""merchGroup"" USING btree (mg_id)",True,True,True,True,False,False,1,1,True,f,98304,2202,9490,2560,2026-09-03 08:04:20.548648-04
dflow,property_character_associations,idx_property_character_associations_property_id,CREATE INDEX idx_property_character_associations_property_id ON dflow.property_character_associations USING btree (property_id),False,False,True,True,False,False,1,1,False,,98304,0,0,0,
plm,ProdOrderHeader,ProdOrderHeader_pkey,"CREATE UNIQUE INDEX ""ProdOrderHeader_pkey"" ON plm.""ProdOrderHeader"" USING btree (""prodOrderNo"")",True,True,True,True,False,False,1,1,True,p,98304,0,0,0,
dflow,merchGroup,merchGroup_pkey,"CREATE UNIQUE INDEX ""merchGroup_pkey"" ON dflow.""merchGroup"" USING btree (mg_id)",True,True,True,True,False,False,1,1,True,p,98304,437,7725,796,2026-09-04 09:45:01.39808-04
dflow,merchGroup,merchGroup_pkey,"CREATE UNIQUE INDEX ""merchGroup_pkey"" ON dflow.""merchGroup"" USING btree (mg_id)",True,True,True,True,False,False,1,1,True,f,98304,437,7725,796,2026-09-04 09:45:01.39808-04
core,merchGroup,merchGroup_pkey,"CREATE UNIQUE INDEX ""merchGroup_pkey"" ON core.""merchGroup"" USING btree (mg_id)",True,True,True,True,False,False,1,1,True,f,98304,2202,9490,2560,2026-09-03 08:04:20.548648-04
dflow,merchGroup,merchGroup_pkey,"CREATE UNIQUE INDEX ""merchGroup_pkey"" ON dflow.""merchGroup"" USING btree (mg_id)",True,True,True,True,False,False,1,1,True,f,98304,437,7725,796,2026-09-04 09:45:01.39808-04
core,merchGroup,merchGroup_pkey,"CREATE UNIQUE INDEX ""merchGroup_pkey"" ON core.""merchGroup"" USING btree (mg_id)",True,True,True,True,False,False,1,1,True,f,98304,2202,9490,2560,2026-09-03 08:04:20.548648-04
core,merchGroup,merchGroup_pkey,"CREATE UNIQUE INDEX ""merchGroup_pkey"" ON core.""merchGroup"" USING btree (mg_id)",True,True,True,True,False,False,1,1,True,f,98304,2202,9490,2560,2026-09-03 08:04:20.548648-04
plm,sega_catalog,idx_sega_catalog_capture,CREATE INDEX idx_sega_catalog_capture ON plm.sega_catalog USING btree (capture_id),False,False,True,True,False,False,1,1,False,,90112,0,0,0,
plm,lucasfilm_dcp_term,lucasfilm_dcp_term_pkey,CREATE UNIQUE INDEX lucasfilm_dcp_term_pkey ON plm.lucasfilm_dcp_term USING btree (id),True,True,True,True,False,False,1,1,True,p,90112,0,0,0,
public,pdf_text_samples,idx_pdf_text_samples_sampled_at,CREATE INDEX idx_pdf_text_samples_sampled_at ON public.pdf_text_samples USING btree (sampled_at DESC),False,False,True,True,False,False,1,1,False,,90112,4,12528,0,2026-09-03 12:50:36.652669-04
public,ai_sentinel_cleanup_log,idx_ai_sentinel_cleanup_log_asset,CREATE INDEX idx_ai_sentinel_cleanup_log_asset ON public.ai_sentinel_cleanup_log USING btree (ai_asset_id),False,False,True,True,False,False,1,1,False,,90112,0,0,0,
plm,lucasfilm_dcp_term,lucasfilm_dcp_term_pkey,CREATE UNIQUE INDEX lucasfilm_dcp_term_pkey ON plm.lucasfilm_dcp_term USING btree (id),True,True,True,True,False,False,1,1,True,f,90112,0,0,0,
plm,marvel_dcp_metadata_asset,idx_marvel_dcp_metadata_asset_normalized_hash,"CREATE INDEX idx_marvel_dcp_metadata_asset_normalized_hash ON plm.marvel_dcp_metadata_asset USING btree (marvel_dcp_asset_id, normalized_hash) WHERE (normalized_hash IS NOT NULL)",False,False,True,True,True,False,2,2,False,,90112,0,0,0,
core,customer,core_company_normalized_name_idx,CREATE INDEX core_company_normalized_name_idx ON core.customer USING btree (normalized_name),False,False,True,True,False,False,1,1,False,,90112,0,0,0,
core,customer,core_customer_name_idx,CREATE INDEX core_customer_name_idx ON core.customer USING btree (name),False,False,True,True,False,False,1,1,False,,90112,1,826,826,2026-09-03 15:51:32.864422-04
core,contact_company,core_contact_company_crm_department_idx,CREATE INDEX core_contact_company_crm_department_idx ON core.contact_company USING btree (crm_department_id),False,False,True,True,False,False,1,1,False,,90112,241132,13746129,766,2026-09-04 16:15:03.635759-04
public,characters,idx_characters_usage_count,CREATE INDEX idx_characters_usage_count ON public.characters USING btree (usage_count),False,False,True,True,False,False,1,1,False,,90112,10,96220,0,2026-09-03 08:56:49.173162-04
plm,dcp_character,dcp_character_pkey,CREATE UNIQUE INDEX dcp_character_pkey ON plm.dcp_character USING btree (id),True,True,True,True,False,False,1,1,True,p,90112,1,1930,0,2026-08-29 21:39:34.004924-04
plm,wb_style_guide_normalized,wb_style_guide_normalized_pkey,CREATE UNIQUE INDEX wb_style_guide_normalized_pkey ON plm.wb_style_guide_normalized USING btree (id),True,True,True,True,False,False,1,1,True,f,90112,0,0,0,
plm,dcp_character,dcp_character_pkey,CREATE UNIQUE INDEX dcp_character_pkey ON plm.dcp_character USING btree (id),True,True,True,True,False,False,1,1,True,f,90112,1,1930,0,2026-08-29 21:39:34.004924-04
plm,wb_style_guide_normalized,wb_style_guide_normalized_pkey,CREATE UNIQUE INDEX wb_style_guide_normalized_pkey ON plm.wb_style_guide_normalized USING btree (id),True,True,True,True,False,False,1,1,True,f,90112,0,0,0,
plm,wildbrain_asset_character,idx_wildbrain_asset_character_character,"CREATE INDEX idx_wildbrain_asset_character_character ON plm.wildbrain_asset_character USING btree (capture_id, character_source_id)",False,False,True,True,False,False,2,2,False,,90112,1,5450,0,2026-09-03 22:14:29.767788-04
plm,wb_style_guide_normalized,wb_style_guide_normalized_pkey,CREATE UNIQUE INDEX wb_style_guide_normalized_pkey ON plm.wb_style_guide_normalized USING btree (id),True,True,True,True,False,False,1,1,True,p,90112,0,0,0,
dflow,property_character_associations,idx_property_character_associations_licensor_id,CREATE INDEX idx_property_character_associations_licensor_id ON dflow.property_character_associations USING btree (licensor_id),False,False,True,True,False,False,1,1,False,,90112,1,9622,0,2026-09-02 15:56:11.935714-04
plm,opa_property_studio_resolution,opa_property_studio_resolution_pkey,CREATE UNIQUE INDEX opa_property_studio_resolution_pkey ON plm.opa_property_studio_resolution USING btree (resolution_id),True,True,True,True,False,False,1,1,True,p,90112,0,0,0,
plm,marvel_asgard_character,marvel_asgard_character_pkey,CREATE UNIQUE INDEX marvel_asgard_character_pkey ON plm.marvel_asgard_character USING btree (id),True,True,True,True,False,False,1,1,True,p,90112,0,0,0,
dflow,dflow.properties_and_characters,idx_properties_licensor_id,CREATE INDEX idx_properties_licensor_id ON dflow.properties_and_characters USING btree (licensor_id),False,False,True,True,False,False,1,1,False,,90112,1,10122,0,2026-09-02 15:56:11.935714-04
plm,marvel_asgard_character,marvel_asgard_character_pkey,CREATE UNIQUE INDEX marvel_asgard_character_pkey ON plm.marvel_asgard_character USING btree (id),True,True,True,True,False,False,1,1,True,f,90112,0,0,0,
plm,marvel_asgard_character,marvel_asgard_character_pkey,CREATE UNIQUE INDEX marvel_asgard_character_pkey ON plm.marvel_asgard_character USING btree (id),True,True,True,True,False,False,1,1,True,f,90112,0,0,0,
plm,opa_character,idx_opa_character_lifecycle_status,"CREATE INDEX idx_opa_character_lifecycle_status ON plm.opa_character USING btree (status, last_seen_at)",False,False,True,True,False,False,2,2,False,,90112,0,0,0,
plm,wwe_tag,idx_wwe_tag_normalized,CREATE INDEX idx_wwe_tag_normalized ON plm.wwe_tag USING btree (normalized_tag_label),False,False,True,True,False,False,1,1,False,,90112,0,0,0,
public,scanner_ai_ignores,scanner_ai_ignores_pkey,CREATE UNIQUE INDEX scanner_ai_ignores_pkey ON public.scanner_ai_ignores USING btree (id),True,True,True,True,False,False,1,1,True,p,90112,0,0,0,
plm,marvel_dcp_metadata_asset,marvel_dcp_metadata_asset_pkey,"CREATE UNIQUE INDEX marvel_dcp_metadata_asset_pkey ON plm.marvel_dcp_metadata_asset USING btree (metadata_run_id, marvel_dcp_asset_id)",True,True,True,True,False,False,2,2,True,p,90112,0,0,0,
plm,wwe_asset_property_inferred,idx_wwe_asset_property_inferred_property,"CREATE INDEX idx_wwe_asset_property_inferred_property ON plm.wwe_asset_property_inferred USING btree (capture_id, property_source_id)",False,False,True,True,False,False,2,2,False,,90112,1,11277,0,2026-08-30 12:21:15.563337-04
pim,project,project_pkey,CREATE UNIQUE INDEX project_pkey ON pim.project USING btree (id),True,True,True,True,False,False,1,1,True,f,81920,20,20,20,2026-09-03 16:01:33.5824-04
auth,refresh_tokens,refresh_tokens_instance_id_user_id_idx,"CREATE INDEX refresh_tokens_instance_id_user_id_idx ON auth.refresh_tokens USING btree (instance_id, user_id)",False,False,True,True,False,False,2,2,False,,81920,0,0,0,
pim,project,project_pkey,CREATE UNIQUE INDEX project_pkey ON pim.project USING btree (id),True,True,True,True,False,False,1,1,True,f,81920,20,20,20,2026-09-03 16:01:33.5824-04
plm,StandardizedDetail,StandardizedDetail_pkey,"CREATE UNIQUE INDEX ""StandardizedDetail_pkey"" ON plm.""StandardizedDetail"" USING btree (id)",True,True,True,True,False,False,1,1,True,p,81920,0,0,0,
public,sku_files_used,sku_files_used_sku_file_name_key,"CREATE UNIQUE INDEX sku_files_used_sku_file_name_key ON public.sku_files_used USING btree (sku, file_name)",True,False,True,True,False,False,2,2,True,u,81920,4,0,0,2026-09-02 08:50:19.795298-04
public,style_tracker_rows,idx_style_tracker_rows_group_id,CREATE INDEX idx_style_tracker_rows_group_id ON public.style_tracker_rows USING btree (upper(group_id)) WHERE (group_id IS NOT NULL),False,False,True,True,True,True,1,1,False,,81920,0,0,0,
public,ai_sentinel_cleanup_log,ai_sentinel_cleanup_log_pkey,CREATE UNIQUE INDEX ai_sentinel_cleanup_log_pkey ON public.ai_sentinel_cleanup_log USING btree (id),True,True,True,True,False,False,1,1,True,p,81920,0,0,0,
plm,sega_property_licensor,sega_property_licensor_normalized_uk,"CREATE UNIQUE INDEX sega_property_licensor_normalized_uk ON plm.sega_property_licensor USING btree (capture_id, property_source_id, normalized_licensor_label)",True,False,True,True,False,False,3,3,True,u,81920,0,0,0,
pim,project,project_pkey,CREATE UNIQUE INDEX project_pkey ON pim.project USING btree (id),True,True,True,True,False,False,1,1,True,f,81920,20,20,20,2026-09-03 16:01:33.5824-04
pim,project,project_pkey,CREATE UNIQUE INDEX project_pkey ON pim.project USING btree (id),True,True,True,True,False,False,1,1,True,p,81920,20,20,20,2026-09-03 16:01:33.5824-04
pim,project,project_pkey,CREATE UNIQUE INDEX project_pkey ON pim.project USING btree (id),True,True,True,True,False,False,1,1,True,f,81920,20,20,20,2026-09-03 16:01:33.5824-04
plm,pmt_collection,idx_pmt_collection_name,CREATE INDEX idx_pmt_collection_name ON plm.pmt_collection USING btree (collection_name),False,False,True,True,False,False,1,1,False,,81920,1,1076,539,2026-08-29 21:39:34.004924-04
dflow,StandardizedDetail,StandardizedVersionDetail_pkey,"CREATE UNIQUE INDEX ""StandardizedVersionDetail_pkey"" ON dflow.""StandardizedDetail"" USING btree (id)",True,False,True,True,False,False,1,1,False,,81920,0,0,0,
dflow,StandardizedDetail,StandardizedDetail_pkey,"CREATE UNIQUE INDEX ""StandardizedDetail_pkey"" ON dflow.""StandardizedDetail"" USING btree (id)",True,True,True,True,False,False,1,1,True,p,81920,0,0,0,
pim,project,project_pkey,CREATE UNIQUE INDEX project_pkey ON pim.project USING btree (id),True,True,True,True,False,False,1,1,True,f,81920,20,20,20,2026-09-03 16:01:33.5824-04
plm,pmt_capture_batch,pmt_capture_batch_pkey,"CREATE UNIQUE INDEX pmt_capture_batch_pkey ON plm.pmt_capture_batch USING btree (capture_id, batch_number)",True,True,True,True,False,False,2,2,True,p,81920,1,678,339,2026-08-29 21:39:34.004924-04
plm,opa_character,plm_opa_character_unresolved_idx,CREATE INDEX plm_opa_character_unresolved_idx ON plm.opa_character USING btree (resolution_status) WHERE (resolution_status <> 'resolved'::text),False,False,True,True,True,False,1,1,False,,81920,0,0,0,
plm,dcp_property_licensor_resolution,dcp_property_licensor_resolution_identity_version_key,"CREATE UNIQUE INDEX dcp_property_licensor_resolution_identity_version_key ON plm.dcp_property_licensor_resolution USING btree (source_system, source_property_id, decision_version)",True,False,True,True,False,False,3,3,True,u,81920,0,0,0,
plm,dcp_property_licensor_resolution,dcp_property_licensor_resolution_identity_resolution_key,"CREATE UNIQUE INDEX dcp_property_licensor_resolution_identity_resolution_key ON plm.dcp_property_licensor_resolution USING btree (source_system, source_property_id, resolution_id)",True,False,True,True,False,False,3,3,True,u,81920,1,2,2,2026-08-31 11:35:31.079032-04
plm,StandardizedDetail,StandardizedVersionDetail_pkey,"CREATE UNIQUE INDEX ""StandardizedVersionDetail_pkey"" ON plm.""StandardizedDetail"" USING btree (id)",True,False,True,True,False,False,1,1,False,,81920,0,0,0,
plm,opa_property_studio_resolution,opa_property_studio_resolution_identity_key,"CREATE UNIQUE INDEX opa_property_studio_resolution_identity_key ON plm.opa_property_studio_resolution USING btree (licensed_property_id, studio_code) NULLS NOT DISTINCT",True,False,True,True,False,False,2,2,True,u,81920,10768,92562,91097,2026-09-03 16:11:32.73578-04
pim,revision_request,revision_request_external_source_external_id_key,"CREATE UNIQUE INDEX revision_request_external_source_external_id_key ON pim.revision_request USING btree (external_source, external_id) NULLS NOT DISTINCT",True,False,True,True,False,False,2,2,True,u,81920,0,0,0,
plm,dcp_property_licensor_resolution,dcp_property_licensor_resolution_identity_resolution_key,"CREATE UNIQUE INDEX dcp_property_licensor_resolution_identity_resolution_key ON plm.dcp_property_licensor_resolution USING btree (source_system, source_property_id, resolution_id)",True,False,True,True,False,False,3,3,True,f,81920,1,2,2,2026-08-31 11:35:31.079032-04
core,customer,company_pkey,CREATE UNIQUE INDEX company_pkey ON core.customer USING btree (id),True,True,True,True,False,False,1,1,True,f,73728,278962,278962,278916,2026-09-04 17:16:04.206478-04
core,customer,company_pkey,CREATE UNIQUE INDEX company_pkey ON core.customer USING btree (id),True,True,True,True,False,False,1,1,True,f,73728,278962,278962,278916,2026-09-04 17:16:04.206478-04
core,customer,company_pkey,CREATE UNIQUE INDEX company_pkey ON core.customer USING btree (id),True,True,True,True,False,False,1,1,True,f,73728,278962,278962,278916,2026-09-04 17:16:04.206478-04
core,customer,company_pkey,CREATE UNIQUE INDEX company_pkey ON core.customer USING btree (id),True,True,True,True,False,False,1,1,True,f,73728,278962,278962,278916,2026-09-04 17:16:04.206478-04
core,customer,company_pkey,CREATE UNIQUE INDEX company_pkey ON core.customer USING btree (id),True,True,True,True,False,False,1,1,True,f,73728,278962,278962,278916,2026-09-04 17:16:04.206478-04
core,customer,company_pkey,CREATE UNIQUE INDEX company_pkey ON core.customer USING btree (id),True,True,True,True,False,False,1,1,True,f,73728,278962,278962,278916,2026-09-04 17:16:04.206478-04
core,customer,company_pkey,CREATE UNIQUE INDEX company_pkey ON core.customer USING btree (id),True,True,True,True,False,False,1,1,True,f,73728,278962,278962,278916,2026-09-04 17:16:04.206478-04
plm,creative_submission_property_resolution_member,creative_submission_property_resolution_member_identity_uidx,"CREATE UNIQUE INDEX creative_submission_property_resolution_member_identity_uidx ON plm.creative_submission_property_resolution_member USING btree (resolution_id, submission_source_system, submission_source_table, submission_source_id)",True,False,True,True,False,False,4,4,False,,73728,21253,4272,3716,2026-09-02 22:13:22.799009-04
core,customer,company_pkey,CREATE UNIQUE INDEX company_pkey ON core.customer USING btree (id),True,True,True,True,False,False,1,1,True,f,73728,278962,278962,278916,2026-09-04 17:16:04.206478-04
plm,wildbrain_asset_guide,idx_wildbrain_asset_guide_guide,"CREATE INDEX idx_wildbrain_asset_guide_guide ON plm.wildbrain_asset_guide USING btree (capture_id, guide_key)",False,False,True,True,False,False,2,2,False,,73728,0,0,0,
core,customer,company_pkey,CREATE UNIQUE INDEX company_pkey ON core.customer USING btree (id),True,True,True,True,False,False,1,1,True,f,73728,278962,278962,278916,2026-09-04 17:16:04.206478-04
core,customer,company_pkey,CREATE UNIQUE INDEX company_pkey ON core.customer USING btree (id),True,True,True,True,False,False,1,1,True,f,73728,278962,278962,278916,2026-09-04 17:16:04.206478-04
dflow,RFQItem,idx_rfqitem_rfq_group,"CREATE INDEX idx_rfqitem_rfq_group ON dflow.""RFQItem"" USING btree (""rfqItem_rfq_group"")",False,False,True,True,False,False,1,1,False,,73728,1390,15730,15399,2026-09-04 17:16:01.168495-04
plm,erp_customer,plm_erp_customer_customer_idx,CREATE INDEX plm_erp_customer_customer_idx ON plm.erp_customer USING btree (customer_id),False,False,True,True,False,False,1,1,False,,73728,3753,4212,4185,2026-09-03 09:49:58.413623-04
core,customer,company_pkey,CREATE UNIQUE INDEX company_pkey ON core.customer USING btree (id),True,True,True,True,False,False,1,1,True,f,73728,278962,278962,278916,2026-09-04 17:16:04.206478-04
core,customer,company_pkey,CREATE UNIQUE INDEX company_pkey ON core.customer USING btree (id),True,True,True,True,False,False,1,1,True,f,73728,278962,278962,278916,2026-09-04 17:16:04.206478-04
core,customer,company_pkey,CREATE UNIQUE INDEX company_pkey ON core.customer USING btree (id),True,True,True,True,False,False,1,1,True,p,73728,278962,278962,278916,2026-09-04 17:16:04.206478-04
core,customer,company_pkey,CREATE UNIQUE INDEX company_pkey ON core.customer USING btree (id),True,True,True,True,False,False,1,1,True,f,73728,278962,278962,278916,2026-09-04 17:16:04.206478-04
core,customer,company_pkey,CREATE UNIQUE INDEX company_pkey ON core.customer USING btree (id),True,True,True,True,False,False,1,1,True,f,73728,278962,278962,278916,2026-09-04 17:16:04.206478-04
core,customer,company_pkey,CREATE UNIQUE INDEX company_pkey ON core.customer USING btree (id),True,True,True,True,False,False,1,1,True,f,73728,278962,278962,278916,2026-09-04 17:16:04.206478-04
core,customer,company_pkey,CREATE UNIQUE INDEX company_pkey ON core.customer USING btree (id),True,True,True,True,False,False,1,1,True,f,73728,278962,278962,278916,2026-09-04 17:16:04.206478-04
core,customer,company_pkey,CREATE UNIQUE INDEX company_pkey ON core.customer USING btree (id),True,True,True,True,False,False,1,1,True,f,73728,278962,278962,278916,2026-09-04 17:16:04.206478-04
core,customer,company_pkey,CREATE UNIQUE INDEX company_pkey ON core.customer USING btree (id),True,True,True,True,False,False,1,1,True,f,73728,278962,278962,278916,2026-09-04 17:16:04.206478-04
core,customer,company_pkey,CREATE UNIQUE INDEX company_pkey ON core.customer USING btree (id),True,True,True,True,False,False,1,1,True,f,73728,278962,278962,278916,2026-09-04 17:16:04.206478-04
plm,coke_asset_detail_value,coke_asset_detail_value_pkey,"CREATE UNIQUE INDEX coke_asset_detail_value_pkey ON plm.coke_asset_detail_value USING btree (capture_id, asset_id, ordinal)",True,True,True,True,False,False,3,3,True,p,73728,0,0,0,
plm,coke_tag,coke_tag_pkey,"CREATE UNIQUE INDEX coke_tag_pkey ON plm.coke_tag USING btree (capture_id, tag_key)",True,True,True,True,False,False,2,2,True,p,73728,0,0,0,
plm,sega_character_candidate,sega_character_candidate_normalized_uk,"CREATE UNIQUE INDEX sega_character_candidate_normalized_uk ON plm.sega_character_candidate USING btree (capture_id, normalized_candidate_label, inference_method)",True,False,True,True,False,False,3,3,True,u,73728,0,0,0,
plm,coke_tag,coke_tag_pkey,"CREATE UNIQUE INDEX coke_tag_pkey ON plm.coke_tag USING btree (capture_id, tag_key)",True,True,True,True,False,False,2,2,True,f,73728,0,0,0,
auth,refresh_tokens,refresh_tokens_session_id_revoked_idx,"CREATE INDEX refresh_tokens_session_id_revoked_idx ON auth.refresh_tokens USING btree (session_id, revoked)",False,False,True,True,False,False,2,2,False,,73728,11,262,86,2026-09-03 16:00:21.671748-04
core,customer,company_pkey,CREATE UNIQUE INDEX company_pkey ON core.customer USING btree (id),True,True,True,True,False,False,1,1,True,f,73728,278962,278962,278916,2026-09-04 17:16:04.206478-04
core,customer,company_pkey,CREATE UNIQUE INDEX company_pkey ON core.customer USING btree (id),True,True,True,True,False,False,1,1,True,f,73728,278962,278962,278916,2026-09-04 17:16:04.206478-04
core,customer,company_pkey,CREATE UNIQUE INDEX company_pkey ON core.customer USING btree (id),True,True,True,True,False,False,1,1,True,f,73728,278962,278962,278916,2026-09-04 17:16:04.206478-04
core,customer,company_pkey,CREATE UNIQUE INDEX company_pkey ON core.customer USING btree (id),True,True,True,True,False,False,1,1,True,f,73728,278962,278962,278916,2026-09-04 17:16:04.206478-04
core,customer,company_pkey,CREATE UNIQUE INDEX company_pkey ON core.customer USING btree (id),True,True,True,True,False,False,1,1,True,f,73728,278962,278962,278916,2026-09-04 17:16:04.206478-04
core,customer,company_pkey,CREATE UNIQUE INDEX company_pkey ON core.customer USING btree (id),True,True,True,True,False,False,1,1,True,f,73728,278962,278962,278916,2026-09-04 17:16:04.206478-04
core,customer,company_pkey,CREATE UNIQUE INDEX company_pkey ON core.customer USING btree (id),True,True,True,True,False,False,1,1,True,f,73728,278962,278962,278916,2026-09-04 17:16:04.206478-04
core,customer,company_pkey,CREATE UNIQUE INDEX company_pkey ON core.customer USING btree (id),True,True,True,True,False,False,1,1,True,f,73728,278962,278962,278916,2026-09-04 17:16:04.206478-04
core,customer,company_pkey,CREATE UNIQUE INDEX company_pkey ON core.customer USING btree (id),True,True,True,True,False,False,1,1,True,f,73728,278962,278962,278916,2026-09-04 17:16:04.206478-04
core,customer,company_pkey,CREATE UNIQUE INDEX company_pkey ON core.customer USING btree (id),True,True,True,True,False,False,1,1,True,f,73728,278962,278962,278916,2026-09-04 17:16:04.206478-04
core,customer,company_pkey,CREATE UNIQUE INDEX company_pkey ON core.customer USING btree (id),True,True,True,True,False,False,1,1,True,f,73728,278962,278962,278916,2026-09-04 17:16:04.206478-04
core,customer,company_pkey,CREATE UNIQUE INDEX company_pkey ON core.customer USING btree (id),True,True,True,True,False,False,1,1,True,f,73728,278962,278962,278916,2026-09-04 17:16:04.206478-04
plm,art_piece_attachment,art_piece_attachment_pkey,CREATE UNIQUE INDEX art_piece_attachment_pkey ON plm.art_piece_attachment USING btree (id),True,True,True,True,False,False,1,1,True,p,73728,0,0,0,
