feed,field,decision,fill_pct,writeback_wanted,writeback_possible,note
customers,udfDate01,ignore,0,,,ALWAYS EMPTY in sample
customers,udfDate02,ignore,0,,,ALWAYS EMPTY in sample
customers,oldCustomerCode,ignore,0,,,ALWAYS EMPTY in sample
customers,vendorNumber,ingest,22.1,,,
customers,address3,ignore,0,,,ALWAYS EMPTY in sample
customers,regionCode,ignore,0,,,ALWAYS EMPTY in sample
customers,dsCat,ignore,0,,,ALWAYS EMPTY in sample
customers,salesPersonCode1,ignore,64.7,,,
customers,salesPersonCode2,ignore,0,,,ALWAYS EMPTY in sample
customers,commissionPerc1,ignore,64.7,,,
customers,commissionPerc2,ignore,0,,,ALWAYS EMPTY in sample
customers,factorCode,ignore,64.7,,,
customers,currencyCode,ignore,38.2,,,
customers,glCode,ignore,0,,,ALWAYS EMPTY in sample
vendors,createdTime,ingest,100,,,
vendors,createdUser,ignore,100,,,
vendors,modTime,ingest,100,,,
vendors,modUser,ignore,100,,,
vendors,companyCode,ingest,100,,,
vendors,vendorCode,ingest,100,,,
vendors,vendorDesc,ingest,99,,,
vendors,address1,ignore,94.9,,,
vendors,address2,ignore,75.5,,,
vendors,city,ingest,69.4,,,
vendors,state,ignore,6.1,,,
vendors,zipCode,ignore,60.2,,,
vendors,phoneNo,ignore,44.9,,,
vendors,faxNo,ignore,15.3,,,
vendors,email,ignore,54.1,,,
vendors,udf01,ignore,46.9,,,
vendors,udf02,ignore,0,,,ALWAYS EMPTY in sample
vendors,udf03,ignore,0,,,ALWAYS EMPTY in sample
vendors,udf04,ignore,0,,,ALWAYS EMPTY in sample
vendors,udfDate01,ignore,0,,,ALWAYS EMPTY in sample
vendors,udfDate02,ignore,0,,,ALWAYS EMPTY in sample
vendors,countryCode,ingest,93.9,,,
vendors,active,ingest,100,,,
vendors,address3,ignore,36.7,,,
vendors,payTermCode,ignore,1,,,very rare
vendors,glCode,ignore,0,,,ALWAYS EMPTY in sample
vendors,separateCheck,ignore,100,,,
vendors,femaExpDate,ingest,68.4,yes,NO - ColdLion has no write endpoint,we can overwrite and send back to Coldlion
vendors,nbcExpDate,ingest,16.3,yes,NO - ColdLion has no write endpoint,we can overwrite and send back to Coldlion
