Company,Division,Active,Item #,Item Desc,ShortItemNo,Display Desc,Season,MerchGroup01,MerchGroup02,MerchGroup03,MerchGroup04,MerchGroup05,MerchGroup06,MerchGroup07,MerchGroup08,CreatedTime,CreatedUser,Mod Time
EDGEHOME,CW001,Y,VSZ36MVDP01,"Marvel canvas Deadpool and Wolverine Slash Logo  24x36""",,Mrvl cnvs Deadpool n Wlvrine Slash 24,CHRISTMAS,A,A2,A2,36,MV,DP,CA,D,10/14/2024,WebAPI,1/9/2025
EDGEHOME,CW001,Y,VSZ36MVSP20,"Marvel canvas Amazing Spider-Man: Renew Your Vows Issue No. 9 24x36""",,Mrvl cnvs Amazng Spdrmn Renew y 24,CHRISTMAS,A,A2,A2,36,MV,SP,CA,D,10/14/2024,WebAPI,1/9/2025
EDGEHOME,CW001,Y,VSZ63DYPN08,"Disney canvas Princess group vignettes pink 6x36""",,Dsny cnvs Prncss grp vignttes pink 6x,CHRISTMAS,A,A2,A2,63,DY,PN,CA,D,10/14/2024,WebAPI,11/5/2024
EDGEHOME,CW001,Y,VSZ36SESR03,"Sonic canvas Sonic Shadow Generations 24x36""",,"Sonic cnvs Shadow Generations 24x36""",CHRISTMAS,A,A2,A2,36,SE,SR,CA,D,10/14/2024,WebAPI,10/14/2024
EDGEHOME,CW001,Y,VSZ62DYLS10,"Disney canvas Stitch Far Out 16x20""",,"Disney canvas Stitch Far Out 16x20""",CHRISTMAS,A,A2,A2,62,DY,LS,CA,D,10/14/2024,WebAPI,1/9/2025
EDGEHOME,CW001,Y,VSZ21DYLS10,"Disney canvas Stitch and Scrump Friends Forever 12x12""",,Dsny cnvs Stitch n Scrump Frnds 12x12,CHRISTMAS,A,A2,A2,21,DY,LS,CA,D,10/14/2024,WebAPI,1/9/2025
EDGEHOME,CW001,Y,VSZ26DYLS07,"Disney canvas Stitch Color Block 12x16""",,"Dsny cnvs Stitch color Block 12x16""",CHRISTMAS,A,A2,A2,26,DY,LS,CA,D,10/14/2024,WebAPI,1/9/2025
EDGEHOME,CW001,Y,VSZ62DYLS09,"Disney canvas Stitch Unleash your 626 16x20""",,Dsny cnvs Stitch unleash your 626 16x,CHRISTMAS,A,A2,A2,62,DY,LS,CA,D,10/14/2024,WebAPI,1/9/2025
EDGEHOME,CW001,Y,VSZ62DYLS08,"Disney canvas Stitch Space Rocks 16x20""",,Dsny cnvs Stitch Spce Rocks 16x20,CHRISTMAS,A,A2,A2,62,DY,LS,CA,D,10/14/2024,WebAPI,4/10/2025
EDGEHOME,CW001,Y,VSZ21DYLS09,"Disney canvas Stitch Sunnies with name 12x12""",,Dsny cnvs Stitch Sunnies w name 12x12,CHRISTMAS,A,A2,A2,21,DY,LS,CA,D,10/14/2024,WebAPI,1/9/2025
EDGEHOME,CW001,Y,VSZ21DYLS08,"Disney canvas Stitch Juggle Fruit 12x12""",,"Dsny cnvs Stitch Jggle Fruit 12x12""",CHRISTMAS,A,A2,A2,21,DY,LS,CA,D,10/14/2024,WebAPI,1/9/2025
EDGEHOME,CW001,Y,VSZ26DYLS06,"Disney canvas Stitch Make some waves 12x16""",,Dsny cnvs Stitch make some wves 12,CHRISTMAS,A,A2,A2,26,DY,LS,CA,D,10/14/2024,WebAPI,1/9/2025
EDGEHOME,CW001,Y,VSZ26DYLS05,"Disney canvas Stitch Just Chill 12x16""",,"Disney canvas Stitch Just Chill 12x16""",CHRISTMAS,A,A2,A2,26,DY,LS,CA,D,10/14/2024,WebAPI,1/9/2025
EDGEHOME,CW001,Y,VSZ21DYMM03,"Disney canvas Mickey Leaning M collegiate 12x12""",,Dsny cnvs Mickey Leang M collegte 12,CHRISTMAS,A,A2,A2,21,DY,MM,CA,D,10/14/2024,WebAPI,11/5/2024
EDGEHOME,CW001,Y,VSZ21NBSH03,"Shrek canvas Shrek Beware Ogre vector sign 12x12""",,"Shrek cnvs Beware Ogre sign 12x12""",CHRISTMAS,A,A2,A2,21,NB,SH,CA,D,10/14/2024,WebAPI,10/14/2024
EDGEHOME,CW001,Y,VSZ21SSSS01,"Strawberry Shortcake canvas Strawberry Vintage Berry Nice Day 12x12""",,"SS cnvs vintage Berry Nice Day 12x12""",CHRISTMAS,A,A2,A2,21,SS,SSH,CA,D,10/14/2024,WebAPI,10/14/2024
EDGEHOME,CW001,Y,VSZ21NBSH02,"Shrek canvas Shrek Party Time airbrush art 12x12""",,"Shrek cnvs Prty Time airbrsh art 12x12""",CHRISTMAS,A,A2,A2,21,NB,SH,CA,D,10/14/2024,WebAPI,10/14/2024
EDGEHOME,CW001,Y,VSZ36VMSB01,"Spongbob canvas Spongebob UndertheSea Massive Group Scene 24x36""",,Spongbob cnvs UndrtSea Massve 24,CHRISTMAS,A,A2,A2,36,VM,SB,CA,D,10/14/2024,WebAPI,10/14/2024
EDGEHOME,CW001,Y,VSZ62VMSB06,"Spongbob canvas Spongebob Seas The Day 16x20""",,"Spongbob cnvs Seas the Day 16x20""",CHRISTMAS,A,A2,A2,62,VM,SB,CA,D,10/14/2024,WebAPI,10/14/2024
EDGEHOME,CW001,Y,VSZ62CBCU01,"CareBears canvas Care Bears Unlock the Magic Rainbows&Clouds 16x20""",,CB cnvs Unlock the Magc Ranbw 16x20,CHRISTMAS,A,A2,A2,62,CB,CBU,CA,D,10/14/2024,WebAPI,11/5/2024
EDGEHOME,CW001,Y,VSZ62VMSB05,"Spongbob canvas Spongebob Group Buddies 16x20""",,"Spongbob group Buddies 16x20""",CHRISTMAS,A,A2,A2,62,VM,SB,CA,D,10/14/2024,WebAPI,10/14/2024
EDGEHOME,CW001,Y,VSZ62VMSB04,"Spongbob canvas Spongebob Serve Up Smiles 16x20""",,Spongebob canvs Serve Up Smls 16x20,CHRISTMAS,A,A2,A2,62,VM,SB,CA,D,10/14/2024,WebAPI,10/14/2024
EDGEHOME,CW001,Y,PQK10DYLS02,"Disney PP molded wall clock TP516 step movement no-batt Stitch sketchy art blue 10x10""",,Dsny wll clock Stitch sktchy blue 10X,CHRISTMAS,M,W1,B1,10,DY,LS,CA,D,10/14/2024,WebAPI,10/14/2024
EDGEHOME,CW001,Y,PQK10MVSP04,"Marvel PP molded wall clock TP516 step movement no-batt Spider-man w bricks 10x10""",,Mrvl wll clock no-batt Spdrmn bricks 10,CHRISTMAS,M,W1,B1,10,MV,SP,CA,D,10/14/2024,WebAPI,7/7/2025
EDGEHOME,CW001,Y,PQK10DYPN02,"Disney PP molded wall clock TP516 step movement no-batt Princess group create stories 10x10""",,Dsny wll clock Prncss group storis 10x,CHRISTMAS,M,W1,B1,10,DY,PN,CA,D,10/14/2024,WebAPI,10/14/2024
EDGEHOME,SP001,Y,HGP66MVSP01,"Marvel round poly-cotton greyboard laundry hamper Spider-man w web 16x16"" x21.5""",,Mrvl lundry hmpr Spdrmn w web 16x16,CHRISTMAS,N,H1,21,66,MV,SP,CA,D,10/14/2024,WebAPI,10/14/2024
EDGEHOME,SP001,Y,HGP66DYPN01,"Disney round poly-cotton greyboard laundry hamper Princess Tiana and Belle 16x16"" x21.5""",,Dsny lundry hmpr Prncss Tiana Belle 16,CHRISTMAS,N,H1,21,66,DY,PN,CA,D,10/14/2024,WebAPI,10/14/2024
EDGEHOME,SP001,Y,HGP66DYLS01,"Disney round poly-cotton greyboard laundry hamper Stitch 626 pink 16x16"" x21.5""",,Dsny lundry hmpr Stitch 626 pink 16x16,CHRISTMAS,N,H1,21,66,DY,LS,CA,D,10/14/2024,WebAPI,10/14/2024
EDGEHOME,EH001,Y,VSZ343SPC01,"Printed Canvas_Space Spiral Starburst_30x40"" x1.25""",,Printed Canvas Space Spiral Starburst 30,,A,A2,A2,34,,MS,,3,10/11/2024,PA,10/11/2024
EDGEHOME,EH001,Y,VSZ34YFRA01,"Printed Canvas_Wildflower Field_30x40"" x1.25""",,"Printed Canvas Wildflower Field 30x40""",,A,A2,A2,34,,FP,,Y,10/11/2024,PA,10/11/2024
EDGEHOME,EH001,Y,VSZ34RFRA01,"Printed Canvas_Red Poppy Field_30x40"" x1.25""",,"Printed Canvas Red Poppy Field 30x40""",,A,A2,A2,34,,FP,,R,10/11/2024,PA,10/11/2024
EDGEHOME,EH001,Y,VSZ36PCTY01,"Printed Canvas_Pink Sunrise Eiffel Tower_24x36"" x1.25""",,Printed Canvas Pink Snrse Eiffel Tower 2,,A,A2,A2,36,,PH,,P,10/11/2024,PA,10/11/2024
EDGEHOME,EH001,Y,VSZ36EFRN02,"Printed Canvas_Black & White Highland Cow_36x24"" x1.25""",,Printed Canvas B&W White Hglnd Cow 36x24,,A,A2,A2,36,,PH,,E,10/11/2024,PA,10/11/2024
EDGEHOME,EH001,Y,VSZ2FBFRA01,"Printed Canvas_Blue Watercolor Flowers_24x24"" x1.25""",,Printed Canvas Blue Waterclr Flwrs 24x24,,A,A2,A2,2F,,FP,,B,10/11/2024,PA,10/11/2024
EDGEHOME,EH001,Y,VSZ2FECST01,"Printed Canvas_Pastel Abstract Seascape_24x24"" x1.25""",,Printed Canvas Pastel Abstract Sscpe 24,,A,A2,A2,2F,,ND,,E,10/11/2024,PA,10/11/2024
EDGEHOME,EH001,Y,VSZ2FWFRN01,"Printed Canvas_White Horse Pink Roses_24x24"" x1.25""",,Printed Canvas White Horse Pink Roses 24,,A,A2,A2,2F,,AN,,W,10/11/2024,PA,10/11/2024
EDGEHOME,EH001,Y,VSZ2FNFRN01,"Printed Canvas_Highland Cow Flower Crown_24x24"" x1.25""",,Printed Canvas Highland Cow Flwr Crwn 24,,A,A2,A2,2F,,PH,,N,10/11/2024,PA,10/11/2024
EDGEHOME,EH001,Y,VSZ66WFRA01,"Printed Canvas_Cow Skull Flower Crown_16x16"" x1.25""",,Printed Canvas Cow Skull Flower Crown 16,,A,A2,A2,66,,FP,,W,10/11/2024,PA,10/11/2024
EDGEHOME,EH001,Y,VSZ66NWAN02,"Printed Canvas_Deer Flower Crown_16x16"" x1.25""",,"Printed Canvas Deer Flower Crown 16x16""",,A,A2,A2,66,,AN,,N,10/11/2024,PA,10/11/2024
EDGEHOME,EH001,Y,VSZ66NWAN01,"Printed Canvas_Bear Flower Crown_16x16"" x1.25""",,"Printed Canvas Bear Flower Crown 16x16""",,A,A2,A2,66,,AN,,N,10/11/2024,PA,10/11/2024
EDGEHOME,EH001,Y,VSZ66EWAN01,"Printed Canvas_Raccoon Flower Crown_16x16"" x1.25""",,Printed Canvas Raccoon Flower Crown 16X1,,A,A2,A2,66,,AN,,E,10/11/2024,PA,10/11/2024
EDGEHOME,EH001,Y,VSZ62NFRN01,"Printed Canvas_Running Horse Herd_20x16"" x1.25""",,"Printed Canvas Running Horse Herd 20x16""",,A,A2,A2,62,,MS,,N,10/11/2024,PA,10/11/2024
EDGEHOME,EH001,Y,VSZ62DFRN01,"Printed Canvas_White Mommy & Baby Cows_20x16"" x1.25""",,Printed Canvas Whte Mommy Bby Cows 20,,A,A2,A2,62,,PH,,D,10/11/2024,PA,10/11/2024
EDGEHOME,EH001,Y,VSZ623SPC01,"Printed Canvas_Sunbrust Saturn Space_20x16"" x1.25""",,"Printed Canvas Saturn Space 20x16""",,A,A2,A2,62,,MS,,3,10/11/2024,PA,10/11/2024
EDGEHOME,EH001,Y,VSZ62EPET01,"Printed Canvas_Black and White Hunting Dogs_20x16"" x1.25""",,"Printed Canvas B&W Hunting Dogs 20x16""",,A,A2,A2,62,,PH,,E,10/11/2024,PA,10/11/2024
EDGEHOME,EH001,Y,VSZ62EFRN01,"Printed Canvas_Black and White Highland Cow_20x16"" x1.25""",,Printed Canvas B&W Highland Cow 20x16,,A,A2,A2,62,,PH,,E,10/11/2024,PA,10/11/2024
EDGEHOME,EH001,Y,VSZ62ESAN01,"Printed Canvas_Black and White Buffalo_16x20"" x1.25""",,Printed Canvas Black and White Buffalo 1,,A,A2,A2,62,,PH,,E,10/11/2024,PA,10/11/2024
EDGEHOME,EH001,Y,VSZ213PET01,"Printed Canvas_Kitten Astronaut_12x12"" x1.25""",,"Printed Canvas Kitten Astronaut 12x12""",,A,A2,A2,21,,MS,,3,10/11/2024,PA,10/11/2024
EDGEHOME,EH001,Y,VSZ213SPC01,"Printed Canvas_Space Lab_12x12"" x1.25""",,"Printed Canvas Space Lab 12x12""",,A,A2,A2,21,,MS,,3,10/11/2024,PA,10/11/2024
EDGEHOME,EH001,Y,VSZ21NWST02,"Printed Canvas_Rearing Cowboy_12x12"" x1.25""",,"Printed Canvas Rearing Cowboy 12x12""",,A,A2,A2,21,,MS,,N,10/11/2024,PA,10/11/2024
EDGEHOME,EH001,Y,VSZ21NWST01,"Printed Canvas_Galloping Cowboy_12x12"" x1.25""",,"Printed Canvas Galloping Cowboy 12x12""",,A,A2,A2,21,,MS,,N,10/11/2024,PA,10/11/2024
EDGEHOME,SP001,Y,BGP4VMVSP01,"Marvel nonwoven collapsible storage toy chest Spider-man swinging w cityscape 25x13"" x16""",,Mrvl storge toy chst Spidrmn swngng 25,CHRISTMAS,N,,,4V,MV,SP,CA,D,10/11/2024,WebAPI,10/11/2024
EDGEHOME,SP001,Y,HGP44MVSP01,"Marvel polyester mesh pop-up hamper Spider-man vector with cityscape 14.17x14.17"" x22.83""",,Mrvl popup hmpr Spdrmn vctr ctyscpe 14,CHRISTMAS,N,H1,21,44,MV,SP,,,10/11/2024,WebAPI,7/24/2026
EDGEHOME,SP001,Y,HGZ10MVSP02,"Marvel non-woven storage cube Spider-man vector one and only 10x10"" x10""",,Mrvl strge cube Spdrmn vctor one 10x10,CHRISTMAS,N,,,10,MV,SP,CA,D,10/11/2024,WebAPI,7/7/2025
EDGEHOME,SP001,Y,HGP70MVSP01,"Marvel cotton rope basket w applique Spider-man red w face 7.5x10.5"" x8""",,Mrvl ropebskt Spidrmn red w face 7.5x,CHRISTMAS,N,,,70,MV,SP,CA,D,10/11/2024,WebAPI,10/11/2024
EDGEHOME,CW001,Y,MFE62MVSP04,"Marvel framed MDF print w LED neon Spider-man spider-sense w face 16x20""",,Mrvl frmd MDF LED Spdrmn spdrsense,CHRISTMAS,B,R1,E1,62,MV,SP,CA,D,10/11/2024,WebAPI,10/11/2024
EDGEHOME,CW001,Y,MQK10MVSP01,"Marvel PP molded wall clock TP516 step movement no-batt Spider-man w bricks 10x10""",,"Mrvl wll clock Spdrmn w bricks 10x10""",CHRISTMAS,M,W1,B1,10,MV,SP,CA,D,10/11/2024,WebAPI,10/11/2024
EDGEHOME,CW001,Y,VSNT0MVSP02,"Marvel 4pcs multi-pack canvas Spider-man 4 vector poses on web 20x20""",,Mrvl 4pcs cnvs Spdrmn 4 vctr poses 20,CHRISTMAS,A,A2,A2,T0,MV,SP,CA,D,10/11/2024,WebAPI,10/11/2024
EDGEHOME,CW001,Y,VSZT0MVSP01,"Marvel canvas Spider-man vector art Amazing w cityscape and checkerboard 20x20""",,Mrvl cnvs Spdrmn art Amazng citscpe 20,CHRISTMAS,A,A2,A2,T0,MV,SP,CA,D,10/11/2024,WebAPI,10/11/2024
EDGEHOME,SP001,Y,BGP4VDYPN01,"Disney nonwoven collapsible storage toy chest Princess group full of laughter 25x13"" x16""",,Dsny strge toychst Prncss grp laughtr,CHRISTMAS,N,,,4V,DY,PN,CA,D,10/11/2024,WebAPI,10/11/2024
EDGEHOME,SP001,Y,HGP44DYPN01,"Disney polyester mesh pop-up hamper Princess Ariel and Moana 14.17x14.17"" x22.83""",,Dsny popup hampr Prncss Ariel Moana,CHRISTMAS,N,H1,21,44,DY,PN,,,10/11/2024,WebAPI,7/24/2026
EDGEHOME,SP001,Y,HGZ10DYPN02,"Disney non-woven storage cube Princess group with castle and editorial 10x10"" x10""",,Dsny strge cube Prncss grp cstle 10x10,CHRISTMAS,N,,,10,DY,PN,CA,D,10/11/2024,WebAPI,10/11/2024
EDGEHOME,SP001,Y,HGP70DYPN01,"Disney cotton rope basket w applique Princess group with crown 7.5x10.5"" x8""",,Dsny rpe bskt Prncss grp w crown 7.5,CHRISTMAS,N,,,70,DY,PN,CA,D,10/11/2024,WebAPI,10/11/2024
EDGEHOME,CW001,Y,MFE62DYPN01,"Disney framed MDF print w LED neon Princess group with crown 16x20""",,Dsny frmd MDF LED Prncss grp crwn 16,CHRISTMAS,B,R1,E1,62,DY,PN,CA,D,10/11/2024,WebAPI,10/11/2024
EDGEHOME,CW001,Y,MQK10DYPN01,"Disney PP molded wall clock TP516 step movement no-batt Princess group create stories 10x10""",,Dsny wall clock Prncss grp create,CHRISTMAS,M,W1,B1,10,DY,PN,CA,D,10/11/2024,WebAPI,10/11/2024
EDGEHOME,CW001,Y,VSNT0DYPN03,"Disney 4pcs multi-pack canvas Princess character groups on pink 20x20""",,Dsny 4pcs cnvs Prncss group pink 20,CHRISTMAS,A,A2,A2,T0,DY,PN,CA,D,10/11/2024,WebAPI,10/11/2024
EDGEHOME,CW001,Y,VSZT0DYPN01,"Disney canvas Princess Tiana and Rapunzel every day sparkle 20x20""",,Dsny cnvs Prncss Tiana Rpnzel evry 20,CHRISTMAS,A,A2,A2,T0,DY,PN,CA,D,10/11/2024,WebAPI,10/11/2024
EDGEHOME,SP001,Y,BGP4VDYLS01,"Disney nonwoven collapsible storage toy chest Stitch and Angel Cosmic and Cute 25x13"" x16""",,Dsny storge toychst  Stich Angel Csmc 2,CHRISTMAS,N,,,4V,DY,LS,CA,D,10/11/2024,WebAPI,10/11/2024
EDGEHOME,SP001,Y,HGP44DYLS01,"Disney polyester mesh pop-up hamper Stitch sketch art with hearts 14.17x14.17"" x22.83""",,Dsny popup hmper Stitch sktc hearts art,CHRISTMAS,N,H1,21,44,DY,LS,,,10/11/2024,WebAPI,7/24/2026
EDGEHOME,SP001,Y,HGZ10DYLS02,"Disney non-woven storage cube Stitch sketched art light blue 10x10"" x10""",,Dsny strge cube Stitch sktchd art 10,CHRISTMAS,N,,,10,DY,LS,CA,D,10/11/2024,WebAPI,7/7/2025
EDGEHOME,SP001,Y,HGP70DYLS01,"Disney cotton rope basket w plush Stitch light blue with plush ears 7.5x10.5"" x8""",,Dsny rpe bskt Stitch plush lght blue 7,CHRISTMAS,N,,,70,DY,LS,CA,D,10/11/2024,WebAPI,10/11/2024
EDGEHOME,CW001,Y,MFE62DYLS01,"Disney framed MDF print w LED neon Stitch trouble maker hearts 16x20""",,Dsny frmd MDF LED Stitch makr 16x20,CHRISTMAS,B,R1,E1,62,DY,LS,CA,D,10/11/2024,WebAPI,10/11/2024
EDGEHOME,CW001,Y,MQK10DYLS01,"Disney PP molded wall clock TP516 step movement no-batt Stitch sketchy art blue 10x10""",,Dsny PP wll clock Stitch art blue 10x10,CHRISTMAS,M,W1,B1,10,DY,LS,CA,D,10/11/2024,WebAPI,10/11/2024
EDGEHOME,CW001,Y,VSNT0DYLS02,"Disney 4pcs multi-pack canvas Stitch and Angel sketched pink blue art 20x20""",,Dsny 4pcs cnvs Stich Angel sktchd 20x20,CHRISTMAS,A,A2,A2,T0,DY,LS,CA,D,10/11/2024,WebAPI,10/11/2024
EDGEHOME,CW001,Y,VSZT0DYLS01,"Disney canvas Stitch and Angel summer in Hawaiian sketched pink blue art 20x20""",,Dsny cnvs Stitch n Angel smmr Hwain 20,CHRISTMAS,A,A2,A2,T0,DY,LS,CA,D,10/11/2024,WebAPI,10/11/2024
EDGEHOME,CW001,Y,PDD6XDY03,ASSORTED CONTRACTUAL DISNEY PLASTIC STATIONARY ORGANIZERS,,,,,,,6X,DY,,,,10/11/2024,JSeguine,10/11/2024
EDGEHOME,CW001,Y,PDD6XDY02,ASSORTED CONTRACTUAL DISNEY PLASTIC STATIONARY ORGANIZERS,,,,,,,6X,,DY,,,10/11/2024,JSeguine,10/11/2024
EDGEHOME,CW001,Y,PDD6XDY01,ASSORTED CONTRACTUAL DISNEY PLASTIC STATIONARY ORGANIZERS,,,,,,,6X,DY,,,,10/11/2024,JSeguine,10/11/2024
EDGEHOME,CW001,Y,YTK46MV01,ASSORTED CLOCK CONTRACTUAL SAMPLES,,,,,,,46,MV,,,,10/11/2024,JSeguine,10/11/2024
EDGEHOME,CW001,Y,3FZ27MV03,ASSORTED CONTRACTUAL MARVEL SAMPLES,,,,,,,27,MV,,,,10/11/2024,JSeguine,10/11/2024
EDGEHOME,EH001,Y,8GP44ASPT02,Small Faux Pu Hamper & Oxford _Basketball_14x14” x18”,,Small Faux Pu & Oxford Hamper Bsktbll 18,,N,H1,P3,44,,MS,,A,10/10/2024,PA,10/10/2024
EDGEHOME,EH001,Y,8GP66ASPT02,Medium Faux Pu & Oxford Hamper_Basketball_16x16” x20”,,Medium Faux Pu & Oxford Hmpr Bsktbll 16,,N,H1,P3,66,,MS,,A,10/10/2024,PA,10/10/2024
EDGEHOME,EH001,Y,8GP18ASPT03,Large Faux Pu & Oxford Hamper_Basketball_18x18” x24”,,Large Faux Pu & Oxford Hamper Bsktbll 18,,N,H1,P3,18,,MS,,A,10/10/2024,PA,10/10/2024
EDGEHOME,EH001,Y,8GP44ASPT01,Small Faux Pu Hamper_Basketball_14x14” x18”,,"Small Faux Pu Hamper Bskt 14x14""",,N,H1,P3,44,,MS,,A,10/10/2024,PA,10/10/2024
EDGEHOME,EH001,Y,8GP66ASPT01,Medium Faux Pu Hamper_Basketball_16x16” x20”,,"Medium Faux Pu Hamper Bskt 16x16""",,N,H1,P3,66,,MS,,A,10/10/2024,PA,10/10/2024
EDGEHOME,EH001,Y,8GP18ASPT02,Medium Faux Pu Hamper_Basketball_16x16” x20”,,Medium Faux Pu Hamper Bskt 18x18,,N,H1,P3,18,,MS,,A,10/10/2024,PA,10/10/2024
EDGEHOME,EH001,Y,8GP18ASPT01,Large Faux Pu Hamper_Basketball_18x18” x24”,,Large Faux Pu Hamper Bskt 18x18,,N,H1,P3,18,,MS,,A,10/10/2024,PA,10/10/2024
EDGEHOME,EH001,Y,MFZ42MSPT01,"Framed MDF Print Rough Gel Coat_Basketball Player Knowledge_14x20x1""",,Frmd MDF Gel Coat Bsketbll Plyer 14x20,,B,R1,M3,42,,MS,,M,10/10/2024,PA,10/10/2024
EDGEHOME,CW001,Y,MFZ93VMAT01,"ATLA framed MDF print Avatar Aang blue graphic w characters 13x19"" .59"" frame width .5"" depth",,ATLA frmd MDF Avtr Aang blue grphc 13,CHRISTMAS,B,R1,M3,93,VM,AT,CA,D,10/10/2024,WebAPI,10/10/2024
EDGEHOME,CW001,Y,MFZ93SESR02,"Sonic framed MDF print Modern Sonic speed stamp Sonic face 13x19"" .59"" frame width .5"" depth",,Sonic frmd MDF Mdrn Snic spd stmp 13,CHRISTMAS,B,R1,M3,93,SE,SR,CA,D,10/10/2024,WebAPI,10/10/2024
EDGEHOME,CW001,Y,MFZ93SESR01,"Sonic framed MDF print Modern Sonic loves chili dogs 13x19"" .59"" frame width .5"" depth",,Sonic frmd MDF Mdrn Snc loves ch 13,CHRISTMAS,B,R1,M3,93,SE,SR,CA,D,10/10/2024,WebAPI,10/10/2024
EDGEHOME,CW001,Y,SQZ26WWSU06,"WWE Super Stars Hulk Hogan Metal Sign 12.5x16""",,WWE Super Stars Hulk Hogan Mtl Sgn 12,CHRISTMAS,C,S3,M7,26,WW,WSU,CA,D,10/10/2024,WebAPI,11/5/2024
EDGEHOME,CW001,Y,SQZ26WWSU05,"WWE Super Stars the Rock Metal Sign 12.5x16""",,WWE Super Stars the Rock Metal Sign 12,CHRISTMAS,C,S3,M7,26,WW,WSU,CA,D,10/10/2024,WebAPI,11/5/2024
EDGEHOME,CW001,Y,SQZ26WWSU04,"WWE Super Stars Steve Austin Metal Sign 12.5x16""",,WWE Super Stars Steve Austin Mtl Sgn 12,CHRISTMAS,C,S3,M7,26,WW,WSU,,,10/10/2024,WebAPI,5/11/2026
EDGEHOME,CW001,Y,SQZ26WWSU03,"WWE Super Stars Randy Orton Metal Sign 12.5x16""",,WWE Super Stars Randy Orton Mtl Sgn 12,CHRISTMAS,C,S3,M7,26,WW,WSU,,,10/10/2024,WebAPI,5/11/2026
EDGEHOME,CW001,Y,SQZ26WWSU02,"WWE Super Stars Liv Morgan Metal Sign 12.5x16""",,WWE Super Stars Liv Morgan Mtl Sgn 12,CHRISTMAS,C,S3,M7,26,WW,WSU,CA,D,10/10/2024,WebAPI,11/5/2024
EDGEHOME,SP001,Y,HXP8FNBHN01,"Halloween II coir mat Michael Myers silhouette there is no place to hide (4 colors) 18x30"" x.59""",HXP8FHN01,HalloweenII cmat MMyers slhoutte 18x30,CHRISTMAS,V,D1,C1,8F,NB,HN,CA,D,10/10/2024,WebAPI,11/5/2024
EDGEHOME,SP001,Y,HXP8FDYPN02,"Disney coir mat Princess Be Our Guest group (7 colors) 18x30"" x.59""",HXP8FPN02,Dsny coir mat Prncss Be Our Gst 18x30,CHRISTMAS,V,D1,C1,8F,DY,PN,CA,D,10/10/2024,WebAPI,11/5/2024
EDGEHOME,SP001,Y,HXP8FDYPN01,"Disney coir mat Princess group My castle my rules (3 colors) 18x30"" x.59""",HXP8FPN01,Dsny coirmat Prncss grp My Cstle 18x,CHRISTMAS,V,D1,C1,8F,DY,PN,CA,D,10/10/2024,WebAPI,11/5/2024
EDGEHOME,SP001,Y,HXP8FDYWP03,"Disney coir mat Winnie the Pooh group Welcome (3 colors) 18x30"" x.59""",HXP8FWP03,Dsny coir mt WinnieP grp Wlcome 18x30,CHRISTMAS,V,D1,C1,8F,DY,WP,CA,D,10/10/2024,WebAPI,11/5/2024
EDGEHOME,CW001,Y,SQZ26WWSU01,"WWE Super Stars John Cena Metal Sign 12.5x16""",,"WWE Sper Strs Jhn Cna Mtl Sgn 12x16""",CHRISTMAS,C,S3,M7,26,WW,WSU,CA,R,10/10/2024,WebAPI,11/5/2024
EDGEHOME,CW001,Y,VFF20DCBM01,"DC Comics floating frame canvas Batman painted portrait 20x30""",,"DC FltngFrm cnvs BM 20x30""",CHRISTMAS,A,A2,F4,20,DC,BM,CA,R,10/7/2024,WebAPI,10/7/2024
EDGEHOME,CW001,Y,BGQ5501,"Disny grybrd lift-off lid bx, grybrd lift-off lid bx w foil 15x14"", 13x11"", 11x9"", 9.5x7.5""",,,,,,,55,,,,,10/1/2024,JSeguine,10/2/2024
EDGEHOME,CW001,Y,BBP9209,"Mrvl, Disny, Peants grybrd fx book strge 7x10"", 8.5x12""",,,,,,,92,,,,,10/1/2024,JSeguine,10/2/2024
EDGEHOME,CW001,Y,BG13702,"Disny, SS domed grybrd strge chst w foil, domed grybrd strge chst w spt gloss 18x13"", 16.2x11.42"", 1",,,,,,,37,,,,,10/1/2024,JSeguine,10/2/2024
EDGEHOME,CW001,Y,BG14202,"Disny, Mrvl, CareBrs flat-domd grybrd strge chst w foil, flat-domd grybrd strge chst w spt gloss 19.",,,,,,,42,,,,,10/1/2024,JSeguine,10/2/2024
EDGEHOME,SP001,Y,BGZ6CDYLS01,"Disney XXsmall Greybrd flat top greyboard storage chest Stitch and Angel on pink 5.55""x2.87""x4.09""",,Dsny XXsmll grbrd strg chst Stitch 5.55,CHRISTMAS,P,C1,G2,6C,DY,LS,CA,D,10/1/2024,WebAPI,10/10/2024
EDGEHOME,SP001,Y,BGZ57MVSP01,"Marvel Xsmall Greybrd flat top greyboard strg chest Marvel Comics Spider-man panels 7.01""x4.96""x4.",,Mrvl Xsmll grbrd strg chst MCSpdrmn 7,CHRISTMAS,P,C1,G2,57,MV,SP,CA,D,10/1/2024,WebAPI,10/10/2024
EDGEHOME,SP001,Y,BGZ68MVSX01,"Marvel Small Greyboard flat top grbrd storage chest Spidey and Friends light blue 8.58""x6.61""x5.",,Mrvl Smll grbrd chest Spidey&F lblue 8,CHRISTMAS,P,C1,G2,68,MV,SX,CA,D,10/1/2024,WebAPI,10/10/2024
