"entity_type","composite_key","mg_code","source_name","canonical_id","canonical_code","canonical_name","match_evidence","status"
"property","EDGEHOME/SP001/06/WD","WD","WELCOME TO DERRY: TELEVISION SERIES","7461672c-05ff-4291-8eed-2a06d8be38eb","WD","WELCOME TO DERRY: TELEVISION SERIES","code and normalized name agree","proposed_pending_human_approval"
"property","EDGEHOME/SP001/06/WEG","WEG","WWE LEGENDS","439ac1f9-b8a1-4e3b-a156-cfe348d6b2b2","WEG","WWE LEGENDS","code and normalized name agree","proposed_pending_human_approval"
"property","EDGEHOME/SP001/06/WG","WG","WALLACE & GROMIT","44969e30-68da-4719-b9ca-66f83d59f337","WG","WALLACE & GROMIT","code and normalized name agree","proposed_pending_human_approval"
"property","EDGEHOME/SP001/06/WN","WN","WANO ISLAND ARC","26a59510-2fcc-47c2-9d53-a235e90f62f6","WN","WANO ISLAND ARC","code and normalized name agree","proposed_pending_human_approval"
"property","EDGEHOME/SP001/06/WNX","WNX","NXT TALENTS","b25b7831-0bff-47b4-b827-af1b596de623","WNX","NXT TALENTS","code and normalized name agree","proposed_pending_human_approval"
"property","EDGEHOME/SP001/06/WP","WP","WINNIE THE POOH","b3f195f8-61f9-42ba-b7c9-1932a0ebcf78","WP","WINNIE THE POOH","code and normalized name agree","proposed_pending_human_approval"
"property","EDGEHOME/SP001/06/WR","WR","WOLVERINE","e62d820a-eff0-4d61-aa74-20929e5da67f","WR","WOLVERINE","code and normalized name agree","proposed_pending_human_approval"
"property","EDGEHOME/SP001/06/WS","WS","DISNEY'S WISH","2c3f1f48-b146-4ca9-9b66-f0054f846ccf","WS","DISNEY'S WISH","code and normalized name agree","proposed_pending_human_approval"
"property","EDGEHOME/SP001/06/WSU","WSU","WWE SUPERSTARS","d877e38e-7c6f-44bc-9aef-30f3d491c249","WSU","WWE SUPERSTARS","code and normalized name agree","proposed_pending_human_approval"
"property","EDGEHOME/SP001/06/WT","WT","WHERE THE WILD THINGS ARE","387bd16b-3cfe-4aec-b2d6-0550e7a3a54c","WT","WHERE THE WILD THINGS ARE","code and normalized name agree","proposed_pending_human_approval"
"property","EDGEHOME/SP001/06/WTA","WTA","OTHER TALENT","bd5e954a-530c-45d3-8130-3bbb9a8f091d","WTA","OTHER TALENT","code and normalized name agree","proposed_pending_human_approval"
"property","EDGEHOME/SP001/06/WV","WV","WANDAVISION","9391d61e-d725-4afa-9e54-fd37a0d30f31","WV","WANDAVISION","code and normalized name agree","proposed_pending_human_approval"
"property","EDGEHOME/SP001/06/WW","WW","WONDER WOMAN","5a4a88ac-5064-4b36-863f-666c56849ead","WW","WONDER WOMAN","code and normalized name agree","proposed_pending_human_approval"
"property","EDGEHOME/SP001/06/WZ","WZ","WIZARD OF OZ","1ed0a814-bc1e-4874-9850-9d6dcf297ad6","WZ","WIZARD OF OZ","code and normalized name agree","proposed_pending_human_approval"
"property","EDGEHOME/SP001/06/XM","XM","X-MEN","e0cde0d5-ed30-4d31-90d6-541ea1c179b6","XM","X-MEN","code and normalized name agree","proposed_pending_human_approval"
"property","EDGEHOME/SP001/06/XP","XP","POLAR EXPRESS","d4b67e8e-4376-4dc7-ad97-0336d0b1a609","XP","POLAR EXPRESS","code and normalized name agree","proposed_pending_human_approval"
"property","EDGEHOME/SP001/06/XW","XW","XWING","42121752-11cb-47e0-b0ee-139c8214fb90","XW","XWING","code and normalized name agree","proposed_pending_human_approval"
"property","EDGEHOME/SP001/06/YD","YD","YODA","798f7ebc-fd91-469d-958a-4edc2f6d6fa4","YD","YODA","code and normalized name agree","proposed_pending_human_approval"
"property","EDGEHOME/SP001/06/ZM","ZM","INVADER ZIM","6e0beeae-b784-4996-af8b-e06de3cfbfc9","ZM","INVADER ZIM","code and normalized name agree","proposed_pending_human_approval"
