observation_key,licensor_resolution,resolved_licensor_id,resolved_licensor_name,normalized_observed_value,active_file_count,proposal_order,proposed_disposition,target_property_id,target_property_code,target_property_name,target_property_parent_licensor_id,rationale_code,create_candidate_code,create_candidate_name,classification_automatic,owner_activation_required,coldlion_phase5_overlap,coldlion_phase5_divisions,proposed_parent_evidence,current_accepted_relationship_count,currently_tagged_at_risk,cross_parent_proposal,fuzzy_similarity_used_for_selection,proposal_effective
licensor_unresolved|seafile ignore txt|[blank],licensor_unresolved,,,,1,0,licensor_unresolved,,,,,parent_licensor_unresolved,,,true,true,false,,,0,false,false,false,false
