observation_key,licensor_resolution,resolved_licensor_id,resolved_licensor_name,normalized_observed_value,active_file_count,proposal_order,proposed_disposition,target_property_id,target_property_code,target_property_name,target_property_parent_licensor_id,rationale_code,create_candidate_code,create_candidate_name,classification_automatic,owner_activation_required,coldlion_phase5_overlap,coldlion_phase5_divisions,proposed_parent_evidence,current_accepted_relationship_count,currently_tagged_at_risk,cross_parent_proposal,fuzzy_similarity_used_for_selection,proposal_effective
154bf54b-6f7d-4999-b0fb-c2828b12b56a|how high,resolved,154bf54b-6f7d-4999-b0fb-c2828b12b56a,NBC,how high,9,1,exact_existing,3d6fe703-af55-4ef8-8739-1bb940850853,HH,HOW HIGH,154bf54b-6f7d-4999-b0fb-c2828b12b56a,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,9,false,false,false,false
154bf54b-6f7d-4999-b0fb-c2828b12b56a|jaws,resolved,154bf54b-6f7d-4999-b0fb-c2828b12b56a,NBC,jaws,500,1,exact_existing,8f723630-2d55-4a46-a9bd-abaa91d70d40,JW,JAWS,154bf54b-6f7d-4999-b0fb-c2828b12b56a,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,919,false,false,false,false
154bf54b-6f7d-4999-b0fb-c2828b12b56a|kung fu panda,resolved,154bf54b-6f7d-4999-b0fb-c2828b12b56a,NBC,kung fu panda,1325,1,exact_existing,5419699d-6dcf-4ed2-b1df-cf2f68591836,KP,KUNG-FU PANDA,154bf54b-6f7d-4999-b0fb-c2828b12b56a,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,1325,false,false,false,false
154bf54b-6f7d-4999-b0fb-c2828b12b56a|little golden books,resolved,154bf54b-6f7d-4999-b0fb-c2828b12b56a,NBC,little golden books,246,1,exact_existing,79dd7c7b-f654-47f4-8319-8d1d5a594020,GB,LITTLE GOLDEN BOOKS,154bf54b-6f7d-4999-b0fb-c2828b12b56a,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,246,false,false,false,false
154bf54b-6f7d-4999-b0fb-c2828b12b56a|minions,resolved,154bf54b-6f7d-4999-b0fb-c2828b12b56a,NBC,minions,1284,1,exact_existing,eb50f543-5d10-4cc5-bb7e-824b8ad212b5,MN,MINIONS,154bf54b-6f7d-4999-b0fb-c2828b12b56a,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,1375,false,false,false,false
154bf54b-6f7d-4999-b0fb-c2828b12b56a|scarface,resolved,154bf54b-6f7d-4999-b0fb-c2828b12b56a,NBC,scarface,218,1,exact_existing,923af469-f81f-48ec-ae6c-d0c18bf85414,SF,SCARFACE,154bf54b-6f7d-4999-b0fb-c2828b12b56a,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,422,false,false,false,false
154bf54b-6f7d-4999-b0fb-c2828b12b56a|shrek,resolved,154bf54b-6f7d-4999-b0fb-c2828b12b56a,NBC,shrek,1692,1,exact_existing,7865b410-afb6-4307-9560-4dfa2e5c3165,SH,SHREK,154bf54b-6f7d-4999-b0fb-c2828b12b56a,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,2720,false,false,false,false
154bf54b-6f7d-4999-b0fb-c2828b12b56a|trolls,resolved,154bf54b-6f7d-4999-b0fb-c2828b12b56a,NBC,trolls,287,1,exact_existing,64660cdc-0134-48a0-bd28-d325572e7ea1,TR,TROLLS,154bf54b-6f7d-4999-b0fb-c2828b12b56a,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,288,false,false,false,false
154bf54b-6f7d-4999-b0fb-c2828b12b56a|wheres waldo,resolved,154bf54b-6f7d-4999-b0fb-c2828b12b56a,NBC,wheres waldo,63,1,exact_existing,89a72f5f-798b-4902-9aab-4f01204720aa,WA,WHERES WALDO,154bf54b-6f7d-4999-b0fb-c2828b12b56a,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,63,false,false,false,false
5f951f5e-aaee-4add-bb51-fea888951405|avatar the last airbender,resolved,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,avatar the last airbender,855,1,exact_existing,23315dd3-f6a7-41b7-bdbb-ac013dd54165,AT,AVATAR THE LAST AIRBENDER,5f951f5e-aaee-4add-bb51-fea888951405,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,868,false,false,false,false
5f951f5e-aaee-4add-bb51-fea888951405|garfield,resolved,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,garfield,611,1,exact_existing,4526a736-7b50-4e7d-bc30-97edc8764e3d,GE,GARFIELD,5f951f5e-aaee-4add-bb51-fea888951405,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,758,false,false,false,false
5f951f5e-aaee-4add-bb51-fea888951405|invader zim,resolved,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,invader zim,381,1,exact_existing,6e0beeae-b784-4996-af8b-e06de3cfbfc9,ZM,INVADER ZIM,5f951f5e-aaee-4add-bb51-fea888951405,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,382,false,false,false,false
5f951f5e-aaee-4add-bb51-fea888951405|spongebob,resolved,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,spongebob,2868,1,exact_existing,e26d6839-c6cd-4eee-ac76-f56e1479c4ed,SB,SPONGEBOB,5f951f5e-aaee-4add-bb51-fea888951405,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,2868,false,false,false,false
5f951f5e-aaee-4add-bb51-fea888951405|the godfather,resolved,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,the godfather,193,1,exact_existing,41ffb828-ede0-4295-aac9-fd31eaedc840,GH,THE GODFATHER,5f951f5e-aaee-4add-bb51-fea888951405,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,193,false,false,false,false
5f951f5e-aaee-4add-bb51-fea888951405|top gun,resolved,5f951f5e-aaee-4add-bb51-fea888951405,VIACOM MULTI,top gun,103,1,exact_existing,f21afc9f-8e64-46f6-875f-757f97664a8b,TU,TOP GUN,5f951f5e-aaee-4add-bb51-fea888951405,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,139,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|aladdin,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,aladdin,235,1,exact_existing,dd952916-072b-4dfb-a536-66bf25f237ae,AD,ALADDIN,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,244,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|alice in wonderland,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,alice in wonderland,769,1,exact_existing,2a51343c-6ed0-4c8f-9f1a-d193d4a6a573,AW,ALICE IN WONDERLAND,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,772,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|cars,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,cars,2594,1,exact_existing,af20b0b0-d5e1-4741-b2bc-890fd7938954,CAR,CARS,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,2651,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|frozen,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,frozen,2692,1,exact_existing,b3486141-9ed4-40f5-9aec-878f48a1ff16,FZ,FROZEN,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,3239,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|hercules,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,hercules,1208,1,exact_existing,7e21920e-1790-45bf-850c-33a16d815578,HE,HERCULES,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,1231,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|hocus pocus,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,hocus pocus,264,1,exact_existing,b4a1e988-7b93-4877-a50d-6f80f9ff3b30,HPS,HOCUS POCUS,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,273,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|muppets,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,muppets,460,1,exact_existing,53f35a43-3719-411a-a818-1c0ef31726f5,MU,MUPPETS,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,475,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|peter pan,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,peter pan,1236,1,exact_existing,282ee9db-10f6-4a46-b066-918866b33de3,PA,PETER PAN,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,1436,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|toy story 4,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,toy story 4,1019,1,exact_existing,74a90714-2926-4beb-a70c-c5570b963296,TS,TOY STORY 4,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,1076,false,false,false,false
7d141a6f-e229-46a2-b3f5-0ba0c97dd820|winnie the pooh,resolved,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,DISNEY,winnie the pooh,6887,1,exact_existing,b3f195f8-61f9-42ba-b7c9-1932a0ebcf78,WP,WINNIE THE POOH,7d141a6f-e229-46a2-b3f5-0ba0c97dd820,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,7615,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|beetlejuice,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,beetlejuice,751,1,exact_existing,4e41dcdf-a2cb-4ddd-ad03-f447ab73615a,BJ,BEETLEJUICE,88313675-0089-4072-87be-5b989df8a3fc,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,754,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|corpse bride,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,corpse bride,575,1,exact_existing,01e61839-32ad-4eaf-b9e4-14b97cbd86b1,CD,CORPSE BRIDE,88313675-0089-4072-87be-5b989df8a3fc,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,575,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|friends,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,friends,288,1,exact_existing,95c1c2a5-da7b-4e69-b275-bc57e0298396,FN,FRIENDS,88313675-0089-4072-87be-5b989df8a3fc,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,288,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|game of thrones,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,game of thrones,476,1,exact_existing,be51fe30-87a9-409e-bf62-43d5c18e039f,GT,GAME OF THRONES,88313675-0089-4072-87be-5b989df8a3fc,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,478,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|gilmore girls,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,gilmore girls,306,1,exact_existing,c8d1dd59-7c9a-4a58-ac46-63789df04286,GGS,GILMORE GIRLS,88313675-0089-4072-87be-5b989df8a3fc,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,307,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|looney tunes,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,looney tunes,3402,1,exact_existing,b2bf31a7-f69a-46c8-8819-eda0605dc07a,LT,LOONEY TUNES,88313675-0089-4072-87be-5b989df8a3fc,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,3403,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|lord of the rings,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,lord of the rings,1006,1,exact_existing,abf71e62-7598-4b34-b07f-364eea7cac07,LR,LORD OF THE RINGS,88313675-0089-4072-87be-5b989df8a3fc,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,1006,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|mortal kombat,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,mortal kombat,157,1,exact_existing,c0873079-36a4-4ab1-9aa0-1e8bedc6b274,MB,MORTAL KOMBAT,88313675-0089-4072-87be-5b989df8a3fc,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,157,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|seinfeld,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,seinfeld,360,1,exact_existing,9981838d-f7b5-491a-bf4b-7b994ba3ef41,SN,SEINFELD,88313675-0089-4072-87be-5b989df8a3fc,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,360,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|ted lasso,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,ted lasso,89,1,exact_existing,6035073f-3993-45b1-baa9-594db3b634da,TL,TED LASSO,88313675-0089-4072-87be-5b989df8a3fc,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,89,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|where the wild things are,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,where the wild things are,548,1,exact_existing,387bd16b-3cfe-4aec-b2d6-0550e7a3a54c,WT,WHERE THE WILD THINGS ARE,88313675-0089-4072-87be-5b989df8a3fc,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,548,false,false,false,false
88313675-0089-4072-87be-5b989df8a3fc|wizard of oz,resolved,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,wizard of oz,424,1,exact_existing,1ed0a814-bc1e-4874-9850-9d6dcf297ad6,WZ,WIZARD OF OZ,88313675-0089-4072-87be-5b989df8a3fc,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,424,false,false,false,false
c70e095c-2baf-404e-a2a3-c198a259a3e6|diet coke,resolved,c70e095c-2baf-404e-a2a3-c198a259a3e6,COCA COLA,diet coke,8,1,exact_existing,f8d43f7d-3e49-402e-8fa4-09638bd56c69,CDC,DIET COKE,c70e095c-2baf-404e-a2a3-c198a259a3e6,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,20,false,false,false,false
e5f1686c-700c-42f6-bbc6-98aaa9ce1634|sega,resolved,e5f1686c-700c-42f6-bbc6-98aaa9ce1634,SEGA,sega,104,1,exact_existing,30414503-8d60-4bd9-bf40-80378d2f518d,GA,SEGA,e5f1686c-700c-42f6-bbc6-98aaa9ce1634,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,0,false,false,false,false
e90c3124-e66d-404f-b777-0dae9a5ee4f3|shaun the sheep,resolved,e90c3124-e66d-404f-b777-0dae9a5ee4f3,AARDMAN ANIMATIONS,shaun the sheep,2657,1,exact_existing,5fa35966-05b3-4096-8098-86651031e9de,SSE,SHAUN THE SHEEP,e90c3124-e66d-404f-b777-0dae9a5ee4f3,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,2705,false,false,false,false
f143c083-2dfd-48b9-ac9b-43d2290a4e4c|spider man,resolved,f143c083-2dfd-48b9-ac9b-43d2290a4e4c,MARVEL,spider man,1233,1,exact_existing,b8f98eb8-4d09-41f0-bc64-67cd8726f19a,SP,SPIDER MAN,f143c083-2dfd-48b9-ac9b-43d2290a4e4c,exact_normalized_canonical_name_under_resolved_licensor,,,true,true,false,,,1437,false,false,false,false
