relationship_id,file_id,normalized_licensor,resolved_licensor_id,resolved_licensor_name,licensor_resolution,licensor_alias,normalized_observed_property,raw_property_value,current_property_id,current_property_name,current_property_licensor_id,current_property_licensor_name,removal_reason,source,status,rule_version
02602cfc-399e-4aae-b652-d185d03564c3,acab3536-1915-4f95-838e-9cad4a78bb46,wb,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,resolved,,harry potter,Harry Potter,d07d42a6-067e-4ff2-a362-2c560dd179c6,HARRY POTTER,ea61e3bb-37f2-4cef-a6f4-8aa314ea131f,HARRY POTTER,cross_parent_global_match,path,accepted,deterministic-v2
02618713-7322-4225-9ba0-9302c488cd27,40c2d1dd-f20b-4667-b387-340d714c1d70,wb,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,resolved,,harry potter,Harry Potter,d07d42a6-067e-4ff2-a362-2c560dd179c6,HARRY POTTER,ea61e3bb-37f2-4cef-a6f4-8aa314ea131f,HARRY POTTER,cross_parent_global_match,path,accepted,deterministic-v2
02785657-b707-45a6-b25e-66fd668daed3,b2729039-7c6a-433e-a1eb-9cbec247fd72,wb,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,resolved,,harry potter,Harry Potter,d07d42a6-067e-4ff2-a362-2c560dd179c6,HARRY POTTER,ea61e3bb-37f2-4cef-a6f4-8aa314ea131f,HARRY POTTER,cross_parent_global_match,path,accepted,deterministic-v2
027b8089-f383-4234-b202-a2a838648416,7c466cf7-909b-4ad6-b7a1-c37c009ed758,wb,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,resolved,,harry potter,Harry Potter,d07d42a6-067e-4ff2-a362-2c560dd179c6,HARRY POTTER,ea61e3bb-37f2-4cef-a6f4-8aa314ea131f,HARRY POTTER,cross_parent_global_match,path,accepted,deterministic-v2
02818b5d-f703-4f0a-8c04-de36aa444c87,5503d7a5-099b-4ee1-9840-87ff876aafa1,wb,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,resolved,,harry potter,Harry Potter,d07d42a6-067e-4ff2-a362-2c560dd179c6,HARRY POTTER,ea61e3bb-37f2-4cef-a6f4-8aa314ea131f,HARRY POTTER,cross_parent_global_match,path,accepted,deterministic-v2
028bd70c-2463-4e36-8268-2595386ec41c,7ba39264-ae31-4327-a54c-4b7cb7cc4424,wb,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,resolved,,harry potter,Harry Potter,d07d42a6-067e-4ff2-a362-2c560dd179c6,HARRY POTTER,ea61e3bb-37f2-4cef-a6f4-8aa314ea131f,HARRY POTTER,cross_parent_global_match,path,accepted,deterministic-v2
028cd8ce-bc38-49f7-8d0d-a0763ee27966,2cdd966e-e2af-4b6e-8e30-312b462f3f06,wb,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,resolved,,harry potter,Harry Potter,d07d42a6-067e-4ff2-a362-2c560dd179c6,HARRY POTTER,ea61e3bb-37f2-4cef-a6f4-8aa314ea131f,HARRY POTTER,cross_parent_global_match,path,accepted,deterministic-v2
028dcadd-76df-4a5f-886d-950edfef6ccd,6cb7d162-4750-4004-a1b3-3989bfc1ade3,wb,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,resolved,,harry potter,Harry Potter,d07d42a6-067e-4ff2-a362-2c560dd179c6,HARRY POTTER,ea61e3bb-37f2-4cef-a6f4-8aa314ea131f,HARRY POTTER,cross_parent_global_match,path,accepted,deterministic-v2
02a6e1c7-c183-4e5f-a658-169cc366d074,4d1a86e0-a262-46af-8b72-e6e93a4d63af,wb,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,resolved,,harry potter,Harry Potter,d07d42a6-067e-4ff2-a362-2c560dd179c6,HARRY POTTER,ea61e3bb-37f2-4cef-a6f4-8aa314ea131f,HARRY POTTER,cross_parent_global_match,path,accepted,deterministic-v2
02b31c59-006e-4095-84a2-8f4eac97624b,5527190f-6e1c-438b-b48e-a844f19e8fe2,wb,88313675-0089-4072-87be-5b989df8a3fc,WARNER BROS,resolved,,harry potter,Harry Potter,d07d42a6-067e-4ff2-a362-2c560dd179c6,HARRY POTTER,ea61e3bb-37f2-4cef-a6f4-8aa314ea131f,HARRY POTTER,cross_parent_global_match,path,accepted,deterministic-v2
